ID,degree,normalised.degree,species.strength,interaction.push.pull,nestedrank,PDI,resource.range,species.specificity.index,PSI,node.specialisation.index.NSI,betweenness,weighted.betweenness,closeness,weighted.closeness,Fisher.alpha,partner.diversity,effective.partners,proportional.generality,proportional.similarity,d
ZW-S010,61,0.792207792,0.848997523,-0.00247545,0.080291971,0.849880383,0.210526316,0.131760983,0.020966741,1,0.007352941,0.018342107,0.007247143,0.011244841,24.39237011,3.77074491,43.41239112,0.6273134,0.595028035,0.104306172
ZW-S011,58,0.753246753,0.703836894,-0.00510626,0.218978102,0.894230769,0.25,0.156428108,0.030105248,1,0.007352941,0,0.007247143,0.00949952,24.62251867,3.661116202,38.90474418,0.56217745,0.594835335,0.12803506
ZW-S012,58,0.753246753,0.756470353,-0.004198787,0.226277372,0.842836257,0.25,0.151750833,0.029028247,1,0.007352941,0,0.007247143,0.009099625,24.7546385,3.645313131,38.29476225,0.55336315,0.537653985,0.15012608
ZW-S025,57,0.74025974,1.41656216,0.007308108,0.270072993,0.851169591,0.263157895,0.130690881,0.038654863,1,0.007352941,0.018968831,0.007247143,0.021814404,15.93516877,3.755175119,42.74170406,0.617621905,0.650150484,0.101895284
ZW-S026,55,0.714285714,0.795973057,-0.003709581,0.343065693,0.840909091,0.289473684,0.127880632,0.02498139,1,0.007352941,0,0.007247143,0.011802087,20.17412881,3.747462797,42.41333412,0.612876926,0.640446157,0.102488797
ZW-S027,56,0.727272727,1.186266213,0.003326182,0.299270073,0.867105263,0.276315789,0.141026075,0.035173511,1,0.007352941,0.000250689,0.007247143,0.017687928,16.95590763,3.699120594,40.41175039,0.583953841,0.622902159,0.115310582
ZW-S028,55,0.714285714,0.565291346,-0.007903794,0.357664234,0.828007519,0.289473684,0.144966207,0.016781628,1,0.007352941,0,0.007247143,0.008678564,25.31354783,3.662965594,38.97676088,0.563218099,0.575885815,0.11021238
ZW-S029,69,0.896103896,1.203042589,0.002942646,0,0.838345865,0.105263158,0.120201834,0.042463253,1,0.007352941,0.02828612,0.007247143,0.009536278,29.32957167,3.896887257,49.24891105,0.711651697,0.598233505,0.141543344
ZW-S030,63,0.818181818,0.745502694,-0.00403964,0.03649635,0.903684211,0.184210526,0.167923662,0.029229641,1,0.007352941,0,0.007247143,0.008071047,30.73051029,3.665110151,39.06043847,0.564427248,0.554620071,0.149519422
ZW-S031,31,0.402597403,0.148496739,-0.027467847,0.839416058,0.877192982,0.605263158,0.187986002,0.007243104,1,0.007352941,0,0.007247143,0.003249501,24.67305885,3.232313796,25.33821667,0.366139769,0.500774867,0.127035729
ZW-S032,54,0.701298701,0.706667808,-0.005432078,0.394160584,0.853546911,0.302631579,0.176744958,0.028948672,1,0.007352941,0,0.007247143,0.012212434,19.94684783,3.438398057,31.13703844,0.449933324,0.513680102,0.152401916
ZW-S033,43,0.558441558,0.337288938,-0.015411885,0.605839416,0.870614035,0.447368421,0.170079762,0.014191264,1,0.007352941,0,0.007247143,0.006120256,22.44622818,3.441504313,31.23390843,0.451333105,0.529770782,0.132304743
ZW-S034,40,0.519480519,0.684301901,-0.007892452,0.671532847,0.887161085,0.486842105,0.227636338,0.042123234,1,0.007352941,0,0.007247143,0.014876903,12.12938218,3.044018261,20.98941496,0.303299148,0.426817495,0.217646029
ZW-S035,47,0.61038961,0.303995471,-0.014808607,0.569343066,0.811403509,0.394736842,0.13313612,0.008883475,1,0.007352941,0,0.007247143,0.004117528,38.50479556,3.66922873,39.2216437,0.56675668,0.574667642,0.108794862
ZW-S036,27,0.350649351,0.099839746,-0.033339269,0.905109489,0.864035088,0.657894737,0.180046332,0.004299266,1,0.007352941,0,0.007247143,0.001755008,60.72850013,3.210167677,24.78324146,0.358120321,0.410418127,0.086626322
ZW-S037,62,0.805194805,0.631578006,-0.00594229,0.065693431,0.936315789,0.197368421,0.20604045,0.038592631,1,0.007352941,0,0.007247143,0.005027302,40.70363999,3.537389395,34.37705702,0.496751917,0.502493763,0.196342781
ZW-S038,47,0.61038961,0.292098929,-0.015061725,0.562043796,0.905870445,0.394736842,0.184149956,0.012367024,1,0.007352941,0,0.007247143,0.005072913,32.33524841,3.473645981,32.25412627,0.466075355,0.564990252,0.125654726
ZW-S039,37,0.480519481,0.232168049,-0.020752215,0.737226277,0.82518797,0.526315789,0.159192039,0.008539851,1,0.007352941,0,0.007247143,0.005196126,21.2425566,3.415459842,30.43093963,0.439730126,0.541725454,0.109542009
ZW-S040,29,0.376623377,0.135459648,-0.029811736,0.883211679,0.898026316,0.631578947,0.175147628,0.006606843,1,0.007352941,0,0.007247143,0.001606038,79.4490426,3.278089189,26.52503991,0.383289483,0.440551273,0.10348551
ZW-S041,61,0.792207792,0.524234743,-0.00779943,0.102189781,0.915789474,0.210526316,0.154719713,0.022452506,1,0.007352941,0,0.007247143,0.005843501,38.82722447,3.767266498,43.26164725,0.625135136,0.611346806,0.117215235
ZW-S042,59,0.766233766,0.595021089,-0.006864049,0.182481752,0.82127193,0.236842105,0.128776778,0.01703261,1,0.007352941,0,0.007247143,0.00729058,31.27800205,3.783918377,43.98806633,0.635631964,0.60580216,0.106039674
ZW-S043,10,0.12987013,0.038570097,-0.09614299,1,0.956140351,0.881578947,0.335764002,0.004831296,1.00729927,0.003676471,0,0.007220694,0.000724406,19.85562474,2.204785417,9.068305454,0.131037922,0.154636767,0.118816456
ZW-S044,62,0.805194805,0.653936225,-0.005581674,0.058394161,0.828947368,0.197368421,0.127300646,0.018729421,1,0.007352941,0,0.007247143,0.0069022,33.14980045,3.810333923,45.16551814,0.652646261,0.570502767,0.119009755
ZW-S045,58,0.753246753,0.451710103,-0.009453274,0.255474453,0.848178138,0.25,0.123495961,0.011835791,1,0.007352941,0,0.007247143,0.007524058,32.17283737,3.80888383,45.1000714,0.651700549,0.666396533,0.076369981
ZW-S046,59,0.766233766,0.969704176,-0.000513489,0.153284672,0.864958449,0.236842105,0.137392212,0.040536844,1,0.007352941,0.002339768,0.007247143,0.008406002,26.92170936,3.741758302,42.17207626,0.609390726,0.595476208,0.145479565
ZW-S047,59,0.766233766,0.703777111,-0.005020727,0.160583942,0.833646617,0.236842105,0.132402396,0.02230085,1,0.007352941,8.36E-05,0.007247143,0.007736237,29.20456978,3.759371657,42.92144811,0.620219224,0.583084965,0.119312471
ZW-S048,49,0.636363636,0.452823288,-0.011166872,0.525547445,0.923519737,0.368421053,0.175382365,0.028036733,1,0.007352941,0,0.007247143,0.004381978,34.23733175,3.561018111,35.19901541,0.508629298,0.541344766,0.1667601
ZW-S049,44,0.571428571,0.371204319,-0.014290811,0.598540146,0.877530364,0.434210526,0.164022814,0.015762561,1,0.007352941,0,0.007247143,0.006116481,22.83429324,3.489423146,32.76704047,0.473487017,0.543081718,0.134747296
ZW-S050,52,0.675324675,0.82636046,-0.003339222,0.430656934,0.987371953,0.328947368,0.509178321,0.19710545,1,0.007352941,0,0.007247143,0.012194759,18.40562189,2.457245209,11.6726116,0.168670407,0.383316854,0.395652738
ZW-S051,46,0.597402597,0.639470059,-0.007837607,0.576642336,0.932860999,0.407894737,0.251927554,0.050632102,1,0.007352941,0,0.007247143,0.010127705,16.97924078,3.134749688,22.98288223,0.33210495,0.466242933,0.228806711
ZW-S052,60,0.779220779,0.785984508,-0.003566925,0.124087591,0.961587436,0.223684211,0.267361393,0.06615451,1,0.007352941,0.002423331,0.007247143,0.009820516,25.47833878,3.334681238,28.06943434,0.405606138,0.517119861,0.210054157
ZW-S053,56,0.727272727,0.379344691,-0.011083131,0.328467153,0.76754386,0.276315789,0.121605701,0.008962877,1,0.007352941,0,0.007247143,0.004933109,44.57071218,3.797800408,44.60296819,0.644517358,0.613310753,0.083969279
ZW-S054,49,0.636363636,0.545252852,-0.009280554,0.510948905,0.95985727,0.368421053,0.275627955,0.039157586,1,0.007352941,0,0.007247143,0.010816074,18.66746555,3.142089085,23.15218325,0.334551367,0.507635014,0.188156647
ZW-S055,58,0.753246753,1.42011738,0.007243403,0.197080292,0.939529675,0.25,0.216489849,0.091687847,1,0.007352941,0.07069441,0.007247143,0.020297727,16.64622143,3.402474767,30.03834603,0.434057109,0.541426156,0.201775672
ZW-S056,33,0.428571429,0.30533704,-0.021050393,0.832116788,0.965102975,0.578947368,0.302756412,0.040007839,1,0.007352941,0,0.007247143,0.003413039,20.03193721,2.9212761,18.56496309,0.268265576,0.440962837,0.249860583
ZW-S057,38,0.493506494,0.258764046,-0.019506209,0.729927007,0.822368421,0.513157895,0.145520553,0.010558177,1,0.007352941,0,0.007247143,0.002531782,47.88825014,3.516564179,33.6685504,0.486513925,0.50060277,0.145713452
ZW-S058,64,0.831168831,0.70125725,-0.004667855,0.02919708,0.861842105,0.171052632,0.137407671,0.020025525,1,0.007352941,0,0.007247143,0.008256823,31.70099383,3.794632138,44.46187755,0.642478584,0.591758664,0.109627281
ZW-S059,52,0.675324675,0.708236273,-0.005610841,0.437956204,0.87406015,0.328947368,0.166803972,0.034401366,1,0.007352941,0,0.007247143,0.005605241,28.53313575,3.570887632,35.54813282,0.51367408,0.542251958,0.180546827
ZW-S060,57,0.74025974,0.789529742,-0.003692461,0.284671533,0.863636364,0.263157895,0.137146867,0.025864151,1,0.007352941,8.36E-05,0.007247143,0.009682044,23.06326973,3.711495927,40.91496658,0.591225365,0.591405746,0.127139262
ZW-S061,61,0.792207792,0.630557753,-0.00605643,0.094890511,0.881578947,0.210526316,0.135508572,0.019714528,1,0.007352941,0,0.007247143,0.006961146,32.47544731,3.793763466,44.42327154,0.641920723,0.597270887,0.116494406
ZW-S062,62,0.805194805,0.911063517,-0.001434459,0.04379562,0.97457126,0.197368421,0.345463329,0.102719523,1,0.007352941,0.014916019,0.007247143,0.010310869,25.70866079,3.125098826,22.76214448,0.328915268,0.500663182,0.264420868
ZW-S063,28,0.363636364,0.118233169,-0.031491673,0.890510949,0.932330827,0.644736842,0.220817468,0.007264054,1,0.007352941,0,0.007247143,0.002206678,34.81018361,3.097692884,22.14679708,0.320023436,0.434660814,0.131928965
ZW-S064,47,0.61038961,2.946912458,0.041423669,0.547445255,0.831211092,0.394736842,0.158021208,0.104544329,1,0.007352941,0.32497702,0.007247143,0.047801847,9.577601818,3.49697581,33.01545583,0.477076644,0.575060102,0.181835539
ZW-S065,51,0.662337662,0.462717648,-0.010534948,0.474452555,0.935789474,0.342105263,0.196837042,0.023192197,1,0.007352941,0,0.007247143,0.006455484,27.68663774,3.492416659,32.86527597,0.474906529,0.547425978,0.148609155
ZW-S066,58,0.753246753,1.145884384,0.002515248,0.204379562,0.914139161,0.25,0.207278061,0.053532087,1,0.007352941,0.027325144,0.007247143,0.017768646,17.81937754,3.382114141,29.43293076,0.425308797,0.505053231,0.184287211
ZW-S067,58,0.753246753,1.947525808,0.016336652,0.189781022,0.814473684,0.25,0.144490087,0.061640529,1,0.007352941,0.366549678,0.007247143,0.029216449,14.63795824,3.638592055,38.03824327,0.549656425,0.578145386,0.146231733
ZW-S068,52,0.675324675,1.149927667,0.002883224,0.423357664,0.909412955,0.328947368,0.169962507,0.044545923,1,0.007352941,0.007896716,0.007247143,0.016673994,15.7809144,3.536356311,34.34156098,0.496238996,0.541560649,0.160882029
ZW-S069,49,0.636363636,0.601244049,-0.008137877,0.518248175,0.872607656,0.368421053,0.160022514,0.022471789,1,0.007352941,0,0.007247143,0.010285147,18.8414328,3.543156727,34.57589377,0.499625128,0.586520184,0.1262239
ZW-S070,36,0.467532468,0.256397827,-0.020655616,0.759124088,0.940191388,0.539473684,0.206542312,0.011428396,1,0.007352941,0,0.007247143,0.002526582,36.8868982,3.320418787,27.67193678,0.399862258,0.457865674,0.167761202
ZW-S071,27,0.350649351,0.179739996,-0.03038,0.897810219,0.918859649,0.657894737,0.213243193,0.010982026,1,0.007352941,0,0.007247143,0.002007582,31.09562826,3.092074918,22.02272595,0.318230596,0.337226505,0.188544881
ZW-S072,37,0.480519481,0.211218058,-0.021318431,0.751824818,0.838815789,0.526315789,0.152548565,0.007446732,1,0.007352941,0,0.007247143,0.002305857,54.38571679,3.479729748,32.45095095,0.468919491,0.482733418,0.131874275
ZW-S073,42,0.545454545,0.244103382,-0.017997539,0.642335766,0.807894737,0.460526316,0.146560506,0.009434925,1,0.007352941,0,0.007247143,0.003700793,37.09111428,3.553913792,34.94983654,0.505028639,0.571718206,0.118472647
ZW-S074,42,0.545454545,0.277920141,-0.017192378,0.649635036,0.861842105,0.460526316,0.14379804,0.009192451,1,0.007352941,0,0.007247143,0.003130881,45.53047405,3.578286681,35.81213064,0.517488875,0.533088571,0.124430286
ZW-S075,57,0.74025974,0.406800313,-0.010407012,0.291970803,0.913651316,0.263157895,0.173869304,0.015448426,1,0.007352941,0,0.007247143,0.00534096,42.07274417,3.64079591,38.12216648,0.550869124,0.573451596,0.125033641
ZW-S076,51,0.662337662,0.349298657,-0.01275885,0.481751825,0.865497076,0.342105263,0.13089898,0.010533233,1,0.007352941,0,0.007247143,0.004136859,41.12739539,3.736585506,41.95449195,0.606246611,0.588244704,0.108152199
ZW-S077,34,0.441558442,0.195396807,-0.0236648,0.795620438,0.860526316,0.565789474,0.163087121,0.008236768,1,0.007352941,0,0.007247143,0.002745755,34.42881207,3.383678119,29.47899921,0.425974491,0.482621688,0.138544866
ZW-S078,65,0.844155844,0.780562739,-0.003375958,0.00729927,0.873026316,0.157894737,0.131283201,0.023521364,1,0.007352941,0.000501379,0.007247143,0.008022345,31.88288474,3.827163677,45.93207509,0.663723085,0.56632319,0.124770262
ZW-S079,34,0.441558442,0.154934838,-0.024854858,0.810218978,0.912280702,0.565789474,0.175762478,0.006037056,1,0.007352941,0,0.007247143,0.002184235,58.93533729,3.372600842,29.15425416,0.421281893,0.471813439,0.11595321
ZW-S080,49,0.636363636,0.312396143,-0.014032732,0.532846715,0.723684211,0.368421053,0.117445141,0.008014187,1,0.007352941,0,0.007247143,0.003805709,45.55823656,3.752374966,42.62218813,0.615894887,0.579341063,0.098647945
ZW-S081,41,0.532467532,0.299383056,-0.017088218,0.656934307,0.890350877,0.473684211,0.167915124,0.013163964,1,0.007352941,0,0.007247143,0.003681899,31.6271333,3.464745701,31.96832923,0.461945559,0.494199175,0.154919377
ZW-S082,29,0.376623377,0.318572623,-0.023497496,0.875912409,0.940789474,0.631578947,0.267542422,0.026426076,1,0.007352941,0,0.007247143,0.002216675,24.83493943,2.958873096,19.27623705,0.278543556,0.324069001,0.279836502
ZW-S083,26,0.337662338,0.133538941,-0.033325425,0.927007299,0.888157895,0.671052632,0.19688306,0.007673069,1,0.007352941,0,0.007247143,0.001825692,36.29295801,3.122018499,22.69213749,0.32790366,0.35778245,0.147491175
ZW-S084,58,0.753246753,0.734965392,-0.004569562,0.240875912,0.873268698,0.25,0.148662425,0.021026828,1,0.007352941,0,0.007247143,0.008464148,27.22120916,3.675482718,39.46770404,0.570312276,0.548628794,0.125449993
ZW-S085,52,0.675324675,0.437154561,-0.010823951,0.445255474,0.882518797,0.328947368,0.143020882,0.014143761,1,0.007352941,0,0.007247143,0.005977928,30.15363391,3.680341063,39.6599183,0.573089792,0.584268955,0.116200171
ZW-S086,36,0.467532468,0.154444579,-0.023487651,0.773722628,0.878947368,0.539473684,0.159390114,0.005693157,1,0.007352941,0,0.007247143,0.002551256,54.51235553,3.447850694,31.43276102,0.454206545,0.527339223,0.102891944
ZW-S087,56,0.727272727,0.456161918,-0.009711394,0.321167883,0.91066482,0.276315789,0.16001047,0.016259702,1,0.007352941,0,0.007247143,0.006491,32.81307727,3.662990065,38.9777147,0.563231881,0.575309191,0.117003918
ZW-S089,56,0.727272727,0.777574181,-0.00397189,0.306569343,0.945449561,0.276315789,0.227576123,0.060311179,1,0.007352941,0,0.007247143,0.009288396,22.58390262,3.378270296,29.32001228,0.423677114,0.508467254,0.204769267
ZW-S090,60,0.779220779,1.435056729,0.007250945,0.109489051,0.948711063,0.223684211,0.244367751,0.107497083,1,0.007352941,0.047798111,0.007247143,0.017481682,18.10022529,3.342905425,28.30123448,0.408955673,0.50994462,0.238516348
ZW-S091,60,0.779220779,0.781385314,-0.003643578,0.131386861,0.956914345,0.223684211,0.237633182,0.07178967,1,0.007352941,0,0.007247143,0.007820076,27.34610556,3.517222343,33.69071712,0.486834237,0.599324088,0.1870749
ZW-S092,53,0.688311688,1.026321217,0.000496627,0.401459854,0.973015165,0.315789474,0.338360003,0.121003951,1,0.007352941,0,0.007247143,0.01490003,17.14786604,2.996411587,20.01359089,0.289198393,0.467225337,0.28810534
ZW-S093,37,0.480519481,0.208336119,-0.021396321,0.744525547,0.906015038,0.526315789,0.18078197,0.011583442,1,0.007352941,0,0.007247143,0.002567364,45.68460644,3.386190799,29.55316365,0.427046175,0.506645029,0.149574745
ZW-S094,59,0.766233766,1.306374886,0.005192795,0.138686131,0.787280702,0.236842105,0.123504292,0.035251657,1,0.007352941,0.000334253,0.007247143,0.015155066,18.85631454,3.787934511,44.1650835,0.63818988,0.598010589,0.125483016
ZW-S095,52,0.675324675,0.390879432,-0.011713857,0.459854015,0.929093567,0.328947368,0.181340261,0.018724088,1,0.007352941,0,0.007247143,0.005031328,36.57613387,3.574314035,35.67014396,0.515437153,0.565627021,0.135810071
ZW-S096,51,0.662337662,0.529041837,-0.009234474,0.467153285,0.862781955,0.342105263,0.146396547,0.017166408,1,0.007352941,0,0.007247143,0.006690274,25.85677632,3.623967372,37.48599407,0.541676369,0.540523534,0.129239387
ZW-S097,55,0.714285714,0.595468072,-0.007355126,0.379562044,0.950544465,0.289473684,0.221315959,0.027594488,1,0.007352941,0,0.007247143,0.005447137,33.85545314,3.50858063,33.40082598,0.482645281,0.521493691,0.180316931
ZW-S098,54,0.701298701,0.764457848,-0.004361892,0.386861314,0.802631579,0.302631579,0.133580244,0.02271112,1,0.007352941,0,0.007247143,0.012478482,19.61975992,3.692773126,40.15605047,0.580258951,0.606539068,0.10914973
ZW-S099,59,0.766233766,0.624324031,-0.006367389,0.167883212,0.8875,0.236842105,0.144055442,0.019894448,1,0.007352941,0,0.007247143,0.007712136,29.20456978,3.735171546,41.89521191,0.605390008,0.598148685,0.114892878
ZW-S100,22,0.285714286,0.244365736,-0.034347012,0.95620438,0.993890977,0.723684211,0.681977724,0.124828882,1,0.007352941,0,0.007247143,0.004163503,9.856008318,1.566787362,4.791230949,0.069233767,0.290252069,0.47212975
ZW-S101,45,0.584415584,1.773454508,0.017187878,0.583941606,0.913232373,0.421052632,0.202681822,0.084387529,1,0.007352941,0.002256205,0.007247143,0.032066605,10.2924578,3.332560363,28.00996565,0.404746809,0.55826351,0.195072521
ZW-S102,53,0.688311688,0.553892084,-0.00841713,0.408759124,0.88277512,0.315789474,0.150808088,0.018954979,1,0.007352941,0,0.007247143,0.009674538,22.2905986,3.625267299,37.53475484,0.542380967,0.608500186,0.106072417
ZW-S103,31,0.402597403,0.128825351,-0.028102408,0.846715328,0.917293233,0.605263158,0.190556933,0.006366073,1,0.007352941,0,0.007247143,0.002622718,33.5174038,3.25700629,25.97166901,0.375293218,0.505409218,0.112423131
ZW-S104,59,0.766233766,0.656186215,-0.005827352,0.145985401,0.902192982,0.236842105,0.192277251,0.027099014,1,0.007352941,0.000668505,0.007247143,0.010846306,24.19412989,3.508661649,33.40353221,0.482684386,0.575156827,0.129662472
ZW-S105,42,0.545454545,0.272862082,-0.017312808,0.627737226,0.938596491,0.460526316,0.202931081,0.015604022,1,0.007352941,0,0.007247143,0.005023073,26.70729531,3.394487619,29.79938094,0.430604039,0.567942711,0.135354047
ZW-S106,26,0.337662338,0.115820987,-0.034006885,0.912408759,0.907894737,0.671052632,0.203395428,0.006061887,1,0.007352941,0,0.007247143,0.002591744,23.16625741,3.094667683,22.07989979,0.319056763,0.427630811,0.128000527
ZW-S107,52,0.675324675,1.401943072,0.007729674,0.416058394,0.887651822,0.328947368,0.1600871,0.057447042,1,0.007352941,0.000250689,0.007247143,0.018832482,14.6400311,3.575102055,35.6982638,0.515843487,0.567649818,0.16724365
ZW-S108,56,0.727272727,0.506386941,-0.008814519,0.313868613,0.820175439,0.276315789,0.124475575,0.01315108,1,0.007352941,0,0.007247143,0.007731054,28.35258232,3.77649246,43.66262445,0.630929296,0.631500711,0.08874496
ZW-S109,57,0.74025974,1.068995417,0.001210446,0.277372263,0.949334543,0.263157895,0.221724491,0.055611828,1,0.007352941,0.006517924,0.007247143,0.017663226,17.76140147,3.458314719,31.76340114,0.458984328,0.590111603,0.161431298
ZW-S110,39,0.506493506,0.479509683,-0.013345906,0.693430657,0.978070175,0.5,0.398403009,0.081574055,1,0.007352941,0,0.007247143,0.009218846,14.78277112,2.604043865,13.51829381,0.1953407,0.379895663,0.3085931
ZW-S111,62,0.805194805,0.776046998,-0.003612145,0.051094891,0.877574371,0.197368421,0.142864304,0.024598266,1,0.007352941,0.000167126,0.007247143,0.009640797,27.31715066,3.743461393,42.24396036,0.610429458,0.594285711,0.117344245
ZW-S112,39,0.506493506,0.221640828,-0.019957927,0.700729927,0.815789474,0.5,0.139600516,0.006731441,1,0.007352941,0,0.007247143,0.002582305,48.29616047,3.55115342,34.85349504,0.503636494,0.512940902,0.117452433
ZW-S113,45,0.584415584,0.282364864,-0.015947447,0.591240876,0.789473684,0.421052632,0.127082901,0.007667355,1,0.007352941,0,0.007247143,0.003790491,38.76288529,3.670981179,39.29043791,0.567750763,0.566417962,0.100297844
ZW-S114,55,0.714285714,1.102535877,0.001864289,0.335766423,0.945906433,0.289473684,0.266558995,0.104790405,1,0.007352941,0,0.007247143,0.011246219,19.07137015,3.176087678,23.95285871,0.346121207,0.471700029,0.277067636
ZW-S115,50,0.649350649,0.377522197,-0.012449556,0.503649635,0.91754386,0.355263158,0.184851272,0.018902939,1,0.007352941,0,0.007247143,0.004767006,35.75795198,3.535497141,34.31206841,0.495812825,0.541683364,0.146709501
ZW-S116,52,0.675324675,0.353492648,-0.012432834,0.452554745,0.787593985,0.328947368,0.122414787,0.008879072,1,0.007352941,0,0.007247143,0.005300008,34.88431985,3.754793891,42.7254128,0.617386494,0.621702484,0.084265454
ZW-S117,29,0.376623377,0.232845698,-0.026453597,0.868613139,0.985457064,0.631578947,0.478922516,0.058644152,1,0.007352941,0,0.007247143,0.003895201,16.34897144,2.360674739,10.59809999,0.153143606,0.373668535,0.322464319
ZW-S118,40,0.519480519,0.226544319,-0.019336392,0.678832117,0.891447368,0.486842105,0.178847609,0.009937654,1,0.007352941,0,0.007247143,0.003478243,35.52906125,3.409289009,30.24373359,0.43702498,0.513238887,0.139085661
ZW-S119,58,0.753246753,0.803677154,-0.003384877,0.233576642,0.983776188,0.25,0.444645008,0.155546052,1,0.007352941,0.003426088,0.007247143,0.009297062,24.95799553,2.816524096,16.71863718,0.241585982,0.461983689,0.335959978
ZW-S120,58,0.753246753,0.396881675,-0.010398592,0.262773723,0.783834586,0.25,0.113934581,0.009621636,1,0.007352941,0,0.007247143,0.005304765,43.29152158,3.852126568,47.09310349,0.680500062,0.633044983,0.081130214
ZW-S121,18,0.233766234,0.100369804,-0.049979455,0.98540146,0.881578947,0.776315789,0.218246601,0.005693786,1,0.007352941,0,0.007247143,0.000957979,86.89502233,2.857102837,17.41101127,0.251590857,0.202444912,0.1345172
ZW-S122,36,0.467532468,0.184677101,-0.022647858,0.781021898,0.815789474,0.539473684,0.146166078,0.008065505,1,0.007352941,0,0.007247143,0.002036711,83.55727267,3.494520408,32.93448905,0.475906665,0.517153313,0.116517057
ZW-S123,42,0.545454545,0.291149663,-0.016877389,0.620437956,0.95951417,0.460526316,0.258676786,0.018826178,1,0.007352941,0,0.007247143,0.004863058,25.70637436,3.23561869,25.42209531,0.367351823,0.510748826,0.166831632
ZW-S124,48,0.623376623,0.465794068,-0.01112929,0.540145985,0.939473684,0.381578947,0.204300567,0.023836215,1,0.007352941,0,0.007247143,0.005890583,25.80145674,3.427838278,30.80996813,0.445207125,0.479678758,0.177450731
ZW-S125,65,0.844155844,0.573070516,-0.006568146,0.01459854,0.803947368,0.157894737,0.102600879,0.013672662,1,0.007352941,0,0.007247143,0.006358822,41.03219856,3.952991221,52.09094955,0.752719438,0.679906388,0.078991844
ZW-S126,34,0.441558442,0.156136627,-0.024819511,0.802919708,0.881578947,0.565789474,0.165434038,0.007089594,1,0.007352941,0,0.007247143,0.002361502,46.74036537,3.39064268,29.68502412,0.428951572,0.509594332,0.115415899
ZW-S127,30,0.38961039,0.178086681,-0.027397111,0.854014599,0.871710526,0.618421053,0.176708751,0.010489343,1,0.007352941,0,0.007247143,0.001987182,44.0234081,3.277609059,26.51230751,0.383105499,0.423148797,0.147621636
ZW-S128,42,0.545454545,0.275585052,-0.017247975,0.635036496,0.876644737,0.460526316,0.163394574,0.01017882,1,0.007352941,0,0.007247143,0.003760268,33.96647584,3.498701844,33.07249081,0.477900805,0.514154727,0.133611047
ZW-S129,65,0.844155844,0.617786032,-0.005880215,0.02189781,0.860745614,0.157894737,0.120320494,0.017570576,1,0.007352941,0,0.007247143,0.005221587,47.55494288,3.905625226,49.68113213,0.717897335,0.599369418,0.1136241
