ID,degree,normalised.degree,species.strength,interaction.push.pull,nestedrank,PDI,resource.range,species.specificity.index,PSI,node.specialisation.index.NSI,betweenness,weighted.betweenness,closeness,weighted.closeness,Fisher.alpha,partner.diversity,effective.partners,proportional.generality,proportional.similarity,d
AO-S034,11,0.211538462,0.167677244,-0.075665705,0.844594595,0.949673203,0.803921569,0.378106855,0.02687477,1,0,0,0.006711409,0.008360707,2.455991059,2.028663777,7.603919038,0.187991629,0.289296263,0.263325392
AO-S035,14,0.269230769,0.201062499,-0.057066964,0.75,0.938431373,0.745098039,0.381642512,0.031089433,1,0,0,0.006711409,0.006523755,3.391767374,2.091313003,8.095537652,0.200145912,0.34168437,0.269430772
AO-S036,8,0.153846154,0.00784101,-0.124019874,0.966216216,0.954248366,0.862745098,0.378852757,0.001149509,1,0,0,0.006711409,0.000407053,18.56826833,1.973001406,7.192230933,0.177813468,0.286852076,0.06266975
AO-S037,8,0.153846154,0.029949937,-0.121256258,0.952702703,0.956259427,0.862745098,0.427428708,0.005885439,1,0,0,0.006711409,0.001708718,2.930455062,1.787866134,5.976685402,0.147761545,0.279112769,0.202389087
AO-S038,14,0.269230769,0.073534546,-0.066176104,0.763513514,0.93194925,0.745098039,0.352254778,0.01134499,1,0,0,0.006711409,0.002774436,5.040685988,2.202667784,9.04912243,0.223721381,0.373157922,0.202607216
AO-S039,2,0.038461538,0.003768133,-0.498115934,1,0.996078431,0.980392157,0.846626009,0.002658067,1,0,0,0.006711409,0.000245603,1.050522954,0.450561209,1.569192583,0.038795136,0.077969946,0.191877807
AO-S040,11,0.211538462,0.010895253,-0.089918613,0.878378378,0.901960784,0.803921569,0.281994144,0.00103969,1,0,0,0.006711409,0.000486982,64.11365198,2.36938212,10.69078462,0.264308182,0.343634817,0.048383026
AO-S041,11,0.211538462,0.045071304,-0.0868117,0.871621622,0.973039216,0.803921569,0.465004761,0.013454295,1,0,0,0.006711409,0.001466018,5.192452865,1.866058554,6.462773461,0.159779096,0.317753814,0.247899535
AO-S042,10,0.192307692,0.040761004,-0.0959239,0.898648649,0.945378151,0.823529412,0.386234856,0.006754493,1,0,0,0.006711409,0.002151346,3.645093079,1.971595317,7.182125123,0.177563622,0.307629796,0.203410564
AO-S043,16,0.307692308,0.192244068,-0.050484746,0.716216216,0.983702572,0.705882353,0.55447277,0.070644401,1,0,0,0.006711409,0.005099358,4.643468691,1.806693286,6.090275301,0.150569827,0.337878724,0.369181869
AO-S044,16,0.307692308,0.056164661,-0.058989709,0.72972973,0.919786096,0.705882353,0.266041935,0.005997327,1,0,0,0.006711409,0.002084735,7.483247257,2.608640846,13.5805802,0.335752575,0.50434358,0.134335062
AO-S045,17,0.326923077,0.207282655,-0.046630432,0.689189189,0.917112299,0.68627451,0.302024993,0.02330868,1,0,0,0.006711409,0.007753243,4.236715107,2.440072233,11.47386951,0.283668384,0.435858106,0.201565625
AO-S046,18,0.346153846,0.096824799,-0.0501764,0.662162162,0.888888889,0.666666667,0.261406452,0.008872777,1,0,0,0.006711409,0.002781884,7.226891971,2.627001876,13.83223691,0.341974282,0.389633863,0.178590794
AO-S047,14,0.269230769,0.02552289,-0.069605508,0.77027027,0.949579832,0.745098039,0.325588457,0.002873925,1,0,0,0.006711409,0.000959448,13.13507851,2.396762111,10.98754228,0.27164492,0.379897415,0.122723947
AO-S048,11,0.211538462,0.069038853,-0.084632832,0.851351351,0.95611578,0.803921569,0.368873387,0.01246209,1,0,0,0.006711409,0.002669983,3.716201719,2.147228862,8.561101502,0.211656044,0.341460225,0.226711788
AO-S051,17,0.326923077,0.044729236,-0.056192398,0.709459459,0.916666667,0.68627451,0.276299924,0.004319854,1,0,0,0.006711409,0.001604021,10.62521533,2.586146889,13.27850933,0.32828448,0.437538126,0.137855279
AO-S052,17,0.326923077,0.079885121,-0.054124405,0.695945946,0.938502674,0.68627451,0.304236916,0.007452895,1,0,0,0.006711409,0.0032879,6.164936035,2.497035188,12.14642864,0.300296058,0.424209757,0.153793154
AO-S053,19,0.365384615,0.151992787,-0.044631959,0.648648649,0.924098672,0.647058824,0.297597424,0.017108978,1,0,0,0.006711409,0.005020692,5.747288722,2.557631776,12.90521865,0.319055617,0.474033546,0.183795647
AO-S056,18,0.346153846,0.068337302,-0.051759039,0.668918919,0.875816993,0.666666667,0.249632871,0.005483819,1,0,0,0.006711409,0.002402669,8.153196201,2.677194272,14.54422885,0.359576853,0.433207894,0.142332701
AO-S057,18,0.346153846,0.330034558,-0.037220302,0.655405405,0.964985994,0.666666667,0.427132541,0.078421949,1,0,0,0.006711409,0.008370596,4.326461776,2.041202898,7.699865785,0.19036372,0.303938005,0.348537944
AO-S058,17,0.326923077,0.092437532,-0.053386028,0.702702703,0.933102653,0.68627451,0.296448109,0.012667976,1,0,0,0.006711409,0.002715714,6.85484492,2.53317567,12.5934353,0.3113474,0.477686763,0.184472879
AO-S060,16,0.307692308,0.052975321,-0.059189042,0.722972973,0.98583878,0.705882353,0.590384964,0.014805872,1,0,0,0.006711409,0.00233958,6.987503665,1.680188583,5.366567921,0.132677616,0.305064326,0.262487588
AO-S061,21,0.403846154,0.231703352,-0.036585555,0.621621622,0.920697168,0.607843137,0.263315455,0.01805118,1,0,0,0.006711409,0.007358125,5.647805923,2.73063568,15.34263693,0.37931589,0.50255339,0.157291199
AO-S062,18,0.346153846,0.062698707,-0.052072294,0.675675676,0.920060332,0.666666667,0.286318755,0.006349521,1,0,0,0.006711409,0.002506376,8.153196201,2.550028437,12.80746799,0.316638928,0.463137184,0.147835265
AO-S063,20,0.384615385,0.154124385,-0.042293781,0.635135135,0.924273158,0.62745098,0.324457161,0.019796456,1,0,0,0.006711409,0.005176418,6.365249363,2.421928814,11.26757142,0.278568078,0.36774577,0.22312576
AO-S064,13,0.25,0.034584447,-0.074262735,0.783783784,0.913165266,0.764705882,0.296174439,0.003958038,1,0,0,0.006711409,0.001521513,6.975166267,2.390276192,10.91650857,0.269888754,0.402786162,0.142361053
AO-S065,14,0.269230769,0.100343746,-0.064261161,0.756756757,0.873202614,0.745098039,0.259859598,0.008734247,1,0,0,0.006711409,0.004230946,4.223384517,2.540199382,12.68219932,0.313541912,0.443209665,0.160644068
AO-S066,22,0.423076923,0.533698967,-0.021195502,0.601351351,0.928318869,0.588235294,0.312395472,0.057886757,1,0,0.047861883,0.006711409,0.019004039,4.550229769,2.454890529,11.64515868,0.287903165,0.37180306,0.261081193
AO-S067,15,0.288461538,0.07751412,-0.061499059,0.736486486,0.926470588,0.725490196,0.310149147,0.009425717,1,0,0,0.006711409,0.002948025,5.598436641,2.399667529,11.01951211,0.272435309,0.401187422,0.190590206
AO-S068,18,0.346153846,0.044960542,-0.053057748,0.682432432,0.904411765,0.666666667,0.265326745,0.003457436,1,0,0,0.006711409,0.001698785,10.66601631,2.622845262,13.77486097,0.340555777,0.475767209,0.115339949
AO-S069,26,0.5,0.327292219,-0.025873376,0.493243243,0.90505676,0.509803922,0.255371608,0.036585935,1,0,0.008970263,0.006711409,0.003307,10.6900976,2.850762656,17.30097151,0.42773178,0.501664125,0.206570564
AO-S070,23,0.442307692,0.07691455,-0.04013415,0.587837838,0.907843137,0.568627451,0.238014527,0.007306899,1,0,0,0.006711409,0.00204514,14.33111486,2.871017937,17.65498072,0.436483947,0.501529554,0.142227872
AO-S071,20,0.384615385,0.175781612,-0.041210919,0.628378378,0.932697403,0.62745098,0.311328229,0.019444174,1,0,0,0.006711409,0.005922707,5.973027215,2.506696852,12.26435211,0.303211479,0.391529676,0.213090565
AO-S072,28,0.538461538,0.151618734,-0.030299331,0.439189189,0.962374139,0.470588235,0.352033359,0.02473001,1,0,0,0.006711409,0.003776525,12.26471247,2.683423304,14.63510806,0.361823659,0.477844793,0.203505008
AO-S073,25,0.480769231,0.045007084,-0.038199717,0.52027027,0.895424837,0.529411765,0.212963193,0.002586765,1,0,0,0.006711409,0.001387854,31.79945375,3.012574207,20.33969116,0.502858021,0.570295045,0.079135837
AO-S075,23,0.442307692,0.221356717,-0.033854056,0.567567568,0.928921569,0.568627451,0.322145718,0.022178545,1,0,0,0.006711409,0.007938839,6.446656005,2.522065393,12.45429313,0.307907389,0.425896216,0.2008183
AO-S076,22,0.423076923,0.091441341,-0.041298121,0.614864865,0.914565826,0.588235294,0.252174854,0.008288039,1,0,0,0.006711409,0.002622837,10.48362888,2.775901753,16.0530964,0.396880573,0.490070882,0.147758802
AO-S077,20,0.384615385,0.059535487,-0.047023226,0.641891892,0.95611578,0.62745098,0.346686211,0.005580101,1,0,0,0.006711409,0.002464004,9.548894873,2.454517731,11.64081819,0.287795855,0.436411093,0.137321477
AO-S078,22,0.423076923,0.175784818,-0.037464326,0.608108108,0.865841073,0.588235294,0.212156399,0.010408322,1,0,0,0.006711409,0.00512208,7.127245654,2.906847961,18.29902831,0.45240673,0.486967701,0.14500616
