Sample,degree,normalised.degree,species.strength,interaction.push.pull,nestedrank,PDI,resource.range,species.specificity.index,PSI,node.specialisation.index.NSI,betweenness,weighted.betweenness,closeness,weighted.closeness,Fisher.alpha,partner.diversity,effective.partners,proportional.generality,proportional.similarity,
TZ33,50,0.632911392,0.245680453,-0.015086391,0.366197183,0.877622378,0.371794872,0.162232549,0.008152182,1,0.004716981,0,0.004673,0.003077108,33.35072022,3.581246475,35.9182842,0.537601825,0.55506948,0.114075389
TZ34,54,0.683544304,0.316519819,-0.01265704,0.225352113,0.949230769,0.320512821,0.216466873,0.028097859,1,0.004716981,0,0.004673,0.003169416,36.42125785,3.50797119,33.38047639,0.499617546,0.554153718,0.166143218
TZ35,63,0.797468354,0.591177758,-0.006489242,0.028169014,0.929487179,0.205128205,0.177847631,0.02183885,1,0.004716981,0.034126947,0.004673,0.008796676,22.3870064,3.659504753,38.84210169,0.581363649,0.626761898,0.10272933
TZ36,58,0.734177215,0.635837572,-0.006278663,0.122065728,0.880608974,0.269230769,0.135273202,0.023028489,1,0.004716981,0,0.004673,0.007374391,20.39565951,3.758750468,42.89479406,0.642021747,0.640551163,0.110039579
TZ37,64,0.810126582,0.911424281,-0.001383996,0.014084507,0.889823718,0.192307692,0.169133575,0.036438118,1,0.004716981,0.000252442,0.004673,0.005756614,24.60648796,3.636958805,37.97616799,0.568402909,0.463231868,0.198387186
TZ38,61,0.772151899,0.487657044,-0.008399065,0.075117371,0.789377289,0.230769231,0.128085645,0.01242021,1,0.004716981,0,0.004673,0.005674699,26.10560464,3.779114231,43.77724801,0.655229751,0.608186904,0.093887684
TZ39,53,0.670886076,0.686588694,-0.005913421,0.234741784,0.852343059,0.333333333,0.147774037,0.027851762,1,0.004716981,0,0.004673,0.008512861,17.08454129,3.630374465,37.72694139,0.564672645,0.584075207,0.13331005
TZ40,53,0.670886076,0.633341934,-0.006918077,0.23943662,0.961367521,0.333333333,0.26538432,0.056696752,1,0.004716981,0,0.004673,0.006396311,18.65434489,3.278895414,26.54643369,0.397329982,0.510060587,0.221336638
TZ41,63,0.797468354,0.888179341,-0.001774931,0.023474178,0.962703963,0.205128205,0.269714749,0.087410755,1,0.004716981,0.015998485,0.004673,0.007724638,21.34731856,3.355880605,28.67084077,0.429126743,0.518924418,0.234623618
TZ42,62,0.784810127,0.503769889,-0.008003711,0.0657277,0.835164835,0.217948718,0.131194921,0.013294602,1,0.004716981,0,0.004673,0.004365324,31.49776141,3.797731797,44.59990802,0.667542798,0.557681891,0.119028639
TZ43,65,0.82278481,0.874517997,-0.001930492,0.009389671,0.957122507,0.179487179,0.237409481,0.054554096,1,0.004716981,0.0362727,0.004673,0.008379033,22.24593364,3.519440058,33.76551644,0.505380579,0.561677239,0.181449848
TZ44,55,0.696202532,0.592147391,-0.007415502,0.192488263,0.784188034,0.307692308,0.128759125,0.018218509,1,0.004716981,0,0.004673,0.006956336,19.10029016,3.727201848,41.56264672,0.622083021,0.603624423,0.112867831
TZ45,53,0.670886076,0.47548146,-0.009896576,0.258215962,0.802564103,0.333333333,0.136051624,0.015501646,1,0.004716981,0,0.004673,0.003688648,27.16083573,3.678355428,39.58124631,0.592426691,0.504218623,0.1462841
TZ46,63,0.797468354,0.534103484,-0.007395183,0.03286385,0.830634278,0.205128205,0.127996771,0.014719416,1,0.004716981,0.002271974,0.004673,0.00622028,25.84314119,3.819571139,45.58465463,0.682281854,0.611166737,0.096250291
TZ47,57,0.721518987,0.393240609,-0.010644902,0.159624413,0.788461538,0.282051282,0.115441727,0.009891477,1,0.004716981,0,0.004673,0.00322369,35.83512208,3.832956402,46.19891909,0.69147577,0.591895315,0.104004317
TZ48,62,0.784810127,0.580052632,-0.006773345,0.046948357,0.843101343,0.217948718,0.135825034,0.017434713,1,0.004716981,0.004512393,0.004673,0.006147354,24.76511952,3.757550935,42.84337118,0.641252082,0.60121255,0.110288715
TZ49,68,0.860759494,0.489369242,-0.007509276,0,0.899665552,0.141025641,0.139990756,0.013055418,1,0.004716981,0.000883546,0.004673,0.004705407,35.86025479,3.846012857,46.80606818,0.700563188,0.602549278,0.099217802
TZ51,54,0.683544304,1.216668632,0.004012382,0.20657277,0.916050296,0.320512821,0.177571763,0.055697207,1,0.004716981,0.207633202,0.004673,0.018191157,13.15248653,3.500999466,33.14856627,0.496146465,0.577002772,0.156118842
TZ52,55,0.696202532,0.88276624,-0.002131523,0.187793427,0.959620432,0.307692308,0.269549062,0.072501402,1,0.004716981,0.084094602,0.004673,0.013344976,15.4582657,3.192142344,24.34051738,0.364313242,0.50082425,0.227398976
TZ54,48,0.607594937,1.118279655,0.002464159,0.384976526,0.773076923,0.397435897,0.135038786,0.033008188,1,0.004716981,0.011044319,0.004673,0.017683259,11.44121338,3.63812892,38.02063049,0.569068395,0.623163915,0.112851462
TZ55,33,0.417721519,2.250883311,0.037905555,0.807511737,0.957077991,0.58974359,0.291089508,0.178254225,1,0.004716981,0.087912781,0.004673,0.049810173,5.565306297,2.843338524,17.17300242,0.257034478,0.468099157,0.312873462
TZ57,50,0.632911392,0.906837712,-0.001863246,0.333333333,0.952157598,0.371794872,0.267529861,0.095378335,1,0.004716981,9.47E-05,0.004673,0.008074381,15.27446021,3.125691714,22.77564387,0.34089122,0.434286008,0.281205071
TZ58,38,0.481012658,0.161503224,-0.022065705,0.685446009,0.880769231,0.525641026,0.174431971,0.007283297,1,0.004716981,0,0.004673,0.002983768,21.76011967,3.367744397,29.01301136,0.434248133,0.516731027,0.121747473
TZ59,51,0.64556962,1.094934397,0.001861459,0.291079812,0.843137255,0.358974359,0.148074436,0.034678072,1,0.004716981,0.016440258,0.004673,0.015646039,12.80137809,3.614977865,37.1505236,0.556045193,0.605177457,0.125026545
TZ60,34,0.430379747,1.564979067,0.016617031,0.765258216,0.873269798,0.576923077,0.179485807,0.064960511,1,0.004716981,0.000378662,0.004673,0.030420065,6.473320867,3.285560495,26.72395875,0.399987063,0.565127722,0.185594852
TZ61,55,0.696202532,0.277343705,-0.013139205,0.201877934,0.828205128,0.307692308,0.12175777,0.007735201,1,0.004716981,0,0.004673,0.003475997,32.50841705,3.783636311,43.97566054,0.658199463,0.626103742,0.084749799
TZ62,54,0.683544304,0.382322036,-0.011438481,0.215962441,0.852564103,0.320512821,0.147193837,0.011992384,1,0.004716981,0,0.004673,0.004761361,24.29476446,3.654006949,38.62914135,0.578176195,0.549727694,0.117736169
TZ63,59,0.746835443,0.313347728,-0.011638174,0.117370892,0.880670611,0.256410256,0.136165521,0.009595511,1,0.004716981,0,0.004673,0.003165317,40.27644861,3.782365428,43.91980809,0.657363499,0.592546671,0.106318947
TZ64,60,0.759493671,0.430682346,-0.009488628,0.098591549,0.934188034,0.243589744,0.214181643,0.022425195,1,0.004716981,0,0.004673,0.004190886,30.96654232,3.491732921,32.8428124,0.491570137,0.5120324,0.170157136
TZ65,54,0.683544304,0.563606478,-0.008081362,0.211267606,0.834935897,0.320512821,0.14648566,0.019233899,1,0.004716981,0,0.004673,0.004827401,22.71832209,3.637000249,37.97774191,0.568426466,0.507117045,0.151565163
TZ66,25,0.316455696,0.070636188,-0.037174552,0.929577465,0.88034188,0.692307692,0.191608698,0.004176803,1,0.004716981,0,0.004673,0.000932625,60.12019514,3.131914222,22.91780735,0.343019031,0.368806438,0.119676336
TZ67,28,0.35443038,0.091458648,-0.032447905,0.892018779,0.947293447,0.653846154,0.23686471,0.007225643,1,0.004716981,0,0.004673,0.001336152,30.35365441,3.063256413,21.3971217,0.320258385,0.431328433,0.154716309
TZ68,40,0.506329114,0.173438831,-0.020664029,0.629107981,0.830128205,0.5,0.134316991,0.007025353,1,0.004716981,0,0.004673,0.00145798,59.61545177,3.596094309,36.45557183,0.545643601,0.540197872,0.117531141
TZ69,53,0.670886076,0.319309113,-0.012843224,0.267605634,0.857371795,0.333333333,0.128709924,0.014355333,1,0.004716981,0,0.004673,0.002269794,47.85004658,3.765383891,43.18027922,0.646294706,0.588507226,0.120646086
TZ70,48,0.607594937,0.285373369,-0.014888055,0.41314554,0.895173454,0.397435897,0.176196112,0.011190902,1,0.004716981,0,0.004673,0.004349532,23.68982116,3.493814517,32.9112491,0.492594454,0.591879642,0.11614988
TZ71,32,0.405063291,0.133074858,-0.027091411,0.840375587,0.878205128,0.602564103,0.16544116,0.005931554,1,0.004716981,0,0.004673,0.001172902,61.38799602,3.362134235,28.85069938,0.431818752,0.42031446,0.142536326
TZ72,62,0.784810127,0.50215025,-0.008029835,0.056338028,0.834134615,0.217948718,0.129035826,0.013422292,1,0.004716981,0,0.004673,0.005338587,28.45363032,3.790879823,44.29535522,0.662984447,0.61132534,0.098241649
TZ73,56,0.708860759,0.715496218,-0.005080425,0.164319249,0.907342657,0.294871795,0.171312983,0.035392841,1,0.004716981,0.002335085,0.004673,0.007874778,18.52960272,3.562074644,35.236224,0.527393186,0.574354927,0.149009381
TZ74,40,0.506329114,0.276470024,-0.018088249,0.615023474,0.897435897,0.5,0.188765252,0.018419312,1,0.004716981,0,0.004673,0.001852501,37.05742279,3.388430137,29.61941734,0.443324428,0.450985017,0.196756448
TZ75,59,0.746835443,0.652586323,-0.005888367,0.112676056,0.873717949,0.256410256,0.128770349,0.028933438,1,0.004716981,0,0.004673,0.004493481,26.66892988,3.802958084,44.83361011,0.671040701,0.615191526,0.13521311
TZ76,58,0.734177215,0.347018274,-0.011258306,0.136150235,0.855769231,0.269230769,0.137856546,0.01015524,1,0.004716981,0,0.004673,0.003594963,35.35448957,3.766269164,43.21852248,0.646867106,0.59525019,0.099089404
TZ77,41,0.518987342,0.168240677,-0.020286813,0.600938967,0.908653846,0.487179487,0.170676983,0.008513384,1,0.004716981,0,0.004673,0.001614116,47.65634656,3.485194329,32.62876721,0.488366446,0.497571703,0.144933522
TZ78,40,0.506329114,0.112929202,-0.02217677,0.61971831,0.908653846,0.5,0.172075781,0.004631269,1,0.004716981,0,0.004673,0.001958968,44.27455882,3.459704006,31.80756029,0.476075148,0.555601064,0.100902528
TZ79,38,0.481012658,0.164596088,-0.021984313,0.704225352,0.801282051,0.525641026,0.156145261,0.006371476,1,0.004716981,0,0.004673,0.001738519,37.31205568,3.464795553,31.96992294,0.478505288,0.452346418,0.146495919
TZ80,42,0.53164557,0.203422903,-0.018966121,0.568075117,0.93040293,0.474358974,0.201112764,0.013724944,1,0.004716981,0,0.004673,0.002334557,30.65239714,3.370848654,29.10321513,0.435598245,0.510383298,0.161007314
TZ81,59,0.746835443,0.710929888,-0.004899493,0.107981221,0.93879239,0.256410256,0.198612322,0.035607358,1,0.004716981,0.005317051,0.004673,0.008129199,20.10897483,3.536071667,34.33178725,0.513856157,0.575590463,0.155494756
TZ82,37,0.46835443,0.316624549,-0.018469607,0.723004695,0.888176638,0.538461538,0.200317905,0.016047559,1,0.004716981,0,0.004673,0.004434967,14.33743713,3.218757667,24.99704624,0.374139745,0.438804767,0.178292699
TZ83,42,0.53164557,0.159136497,-0.02002056,0.577464789,0.807692308,0.474358974,0.131706129,0.005253564,1,0.004716981,0,0.004673,0.001751631,53.12372117,3.627980538,37.63673388,0.563322477,0.545672402,0.105242474
TZ84,53,0.670886076,0.686567304,-0.005913824,0.244131455,0.878698225,0.333333333,0.159720735,0.027778939,1,0.004716981,0,0.004673,0.005893109,19.64692603,3.573671124,35.6472186,0.533544689,0.517083814,0.167352231
TZ85,51,0.64556962,0.222752625,-0.015240145,0.328638498,0.897435897,0.358974359,0.155814005,0.009688353,1,0.004716981,0,0.004673,0.002530249,42.26449443,3.652139053,38.55705347,0.57709723,0.593560411,0.115897206
TZ86,58,0.734177215,0.765337873,-0.004045899,0.126760563,0.880608974,0.269230769,0.148262682,0.026927136,1,0.004716981,0,0.004673,0.006882868,20.39565951,3.689533243,40.02616009,0.599085875,0.572003618,0.145379566
TZ87,63,0.797468354,0.41598706,-0.009270047,0.037558685,0.733618234,0.205128205,0.113395581,0.008900155,1,0.004716981,0,0.004673,0.004775561,32.14922533,3.864529551,47.68083573,0.713656147,0.642472574,0.074499934
TZ88,43,0.544303797,0.16869521,-0.01933267,0.521126761,0.904428904,0.461538462,0.176994838,0.008584009,1,0.004716981,0,0.004673,0.002688953,31.03911519,3.457903013,31.75032663,0.475218511,0.563073247,0.122809743
TZ89,38,0.481012658,0.139464718,-0.022645665,0.690140845,0.965811966,0.525641026,0.290480334,0.012650992,1,0.004716981,0,0.004673,0.002255397,29.7313117,3.082520885,21.81332202,0.326487804,0.49963238,0.167613052
TZ9,39,0.493670886,0.511843078,-0.012516844,0.633802817,0.986184792,0.512820513,0.516356999,0.100214977,1,0.004716981,0.000252442,0.004673,0.006626409,13.17794694,2.115240976,8.291583598,0.124103102,0.254839209,0.418633816
TZ90,50,0.632911392,0.727806135,-0.005443877,0.356807512,0.934472934,0.371794872,0.20741136,0.073969309,1,0.004716981,0,0.004673,0.003262376,24.39797621,3.391550743,29.71199224,0.44471003,0.450120869,0.240734407
TZ91,57,0.721518987,0.518585115,-0.008445875,0.150234742,0.883629191,0.282051282,0.149810485,0.015061057,1,0.004716981,3.16E-05,0.004673,0.006333899,22.44595778,3.657422272,38.7612979,0.580154229,0.597556738,0.110883457
TZ92,27,0.341772152,0.074136383,-0.034291245,0.906103286,0.964497041,0.666666667,0.292346585,0.007376907,1,0.004716981,0,0.004673,0.001538488,24.69526488,2.889436058,17.98316528,0.269160476,0.448146479,0.153660284
TZ93,22,0.278481013,0.112039829,-0.040361826,0.957746479,0.945054945,0.730769231,0.248800761,0.010967921,1,0.004716981,0,0.004673,0.001106452,22.84407198,2.877282329,17.76592558,0.265908972,0.327038661,0.202697834
TZ94,46,0.582278481,0.191060451,-0.017585642,0.469483568,0.949472097,0.423076923,0.221785722,0.014908861,1,0.004716981,0,0.004673,0.002307631,41.67322582,3.413695054,30.37728283,0.454667673,0.530628875,0.160030057
TZ95,56,0.708860759,0.295850349,-0.012574101,0.183098592,0.877289377,0.294871795,0.168596366,0.011579576,1,0.004716981,0,0.004673,0.00367451,32.81307727,3.596192012,36.45913382,0.545696915,0.560438404,0.124536856
TZ96,57,0.721518987,0.293380081,-0.012396841,0.154929577,0.864891519,0.282051282,0.132699347,0.008009664,1,0.004716981,0,0.004673,0.003737724,33.53123825,3.766951184,43.24800839,0.647308432,0.626489184,0.082973376
TZ97,62,0.784810127,0.626434967,-0.006025242,0.051643192,0.852564103,0.217948718,0.129624309,0.020524719,1,0.004716981,0.000252442,0.004673,0.005236409,26.39999574,3.7968399,44.56014724,0.666947684,0.577034763,0.127006021
TZ98,57,0.721518987,0.571449318,-0.007518433,0.145539906,0.887939221,0.282051282,0.156068215,0.020519705,1,0.004716981,0.003439517,0.004673,0.005854295,22.39740742,3.620278864,37.34798138,0.559000615,0.536837725,0.13440579
TZ99,66,0.835443038,0.757248842,-0.003678048,0.004694836,0.81002331,0.166666667,0.100804966,0.017189828,1,0.004716981,0.013347849,0.004673,0.007263897,24.12194468,3.965552866,52.74942472,0.789519534,0.653546531,0.084478954
ZW-S013,46,0.582278481,0.207986206,-0.017217691,0.460093897,0.946666667,0.423076923,0.222902999,0.013014159,1,0.004716981,0,0.004673,0.003616271,25.56353058,3.358773783,28.75391073,0.430370081,0.562254159,0.135256941
ZW-S014,51,0.64556962,0.246882936,-0.014767001,0.319248826,0.898351648,0.358974359,0.156783045,0.008759817,1,0.004716981,0,0.004673,0.003081804,32.13074153,3.625204436,37.53239534,0.561760805,0.569242689,0.111902932
ZW-S015,53,0.670886076,0.422896632,-0.010888743,0.262910798,0.967112598,0.333333333,0.285829242,0.057804144,1,0.004716981,0,0.004673,0.00362592,27.16083573,3.296971922,27.0306639,0.404577629,0.54921613,0.215236592
ZW-S016,60,0.759493671,0.590566711,-0.006823888,0.093896714,0.91025641,0.243589744,0.165871732,0.024703413,1,0.004716981,0,0.004673,0.004829754,27.51884321,3.653373555,38.60468162,0.577810097,0.571185348,0.150584687
ZW-S017,61,0.772151899,0.423058343,-0.00945806,0.079812207,0.903846154,0.230769231,0.144843896,0.014723257,1,0.004716981,0,0.004673,0.004334349,31.49153447,3.780706326,43.84700107,0.65627377,0.606984898,0.108962329
ZW-S018,39,0.493670886,0.157606074,-0.021599844,0.65258216,0.879120879,0.512820513,0.162854379,0.006701165,1,0.004716981,0,0.004673,0.00194811,34.04327738,3.463094014,31.91557113,0.477691785,0.485268829,0.135421257
ZW-S019,56,0.708860759,0.543585987,-0.00815025,0.17370892,0.791375291,0.294871795,0.125012962,0.015467053,1,0.004716981,0,0.004673,0.004104841,26.77746629,3.768179383,43.30115821,0.648103945,0.553386343,0.132100155
ZW-S020,38,0.481012658,0.148418498,-0.02241004,0.713615023,0.916666667,0.525641026,0.185592145,0.007462645,1,0.004716981,0,0.004673,0.001606213,44.53738141,3.388265387,29.61453793,0.443251397,0.494366724,0.143894171
ZW-S021,61,0.772151899,0.574783533,-0.006970762,0.070422535,0.820512821,0.230769231,0.122950801,0.013386979,1,0.004716981,0.015651378,0.004673,0.007909301,22.53881019,3.805004218,44.92543962,0.672415146,0.65591872,0.080840861
ZW-S023,62,0.784810127,0.747628434,-0.004070509,0.042253521,0.789262821,0.217948718,0.121666317,0.022172233,1,0.004716981,0.001798646,0.004673,0.006065804,24.71373482,3.823135181,45.74741014,0.684717874,0.575724036,0.121713919
ZW-S024,60,0.759493671,0.512532522,-0.008124458,0.084507042,0.759157509,0.243589744,0.117714175,0.012902066,1,0.004716981,0,0.004673,0.006475934,23.56859043,3.836169909,46.34761845,0.693701406,0.646404139,0.078780779
