ID,degree,normalised.degree,species.strength,interaction.push.pull,nestedrank,PDI,resource.range,species.specificity.index,PSI,node.specialisation.index.NSI,betweenness,weighted.betweenness,closeness,weighted.closeness,Fisher.alpha,partner.diversity,effective.partners,proportional.generality,proportional.similarity,d
NI-S086,35,0.583333333,0.449519603,-0.015728011,0.364963504,0.876271186,0.423728814,0.241631707,0.028085509,1,0.008021981,0,0.00726829,0.007177217,11.09510981,2.889556492,17.98533119,0.398386322,0.415841532,0.19800424
NI-S087,32,0.533333333,0.166810173,-0.026037182,0.467153285,0.900726392,0.474576271,0.200524559,0.008474611,1,0.008021981,0,0.00726829,0.003119209,16.80836081,3.156207107,23.48136451,0.520126893,0.558701538,0.118454072
NI-S088,33,0.55,0.421642004,-0.017526,0.430656934,0.931144068,0.457627119,0.264585237,0.037612951,1,0.008021981,0,0.00726829,0.007308053,10.30667214,2.876375267,17.74981809,0.393169559,0.511278354,0.174920023
NI-S089,34,0.566666667,0.854147968,-0.004289766,0.379562044,0.919774011,0.440677966,0.22620599,0.0559331,1,0.008021981,0.001321571,0.00726829,0.01761729,7.507643631,3.024912797,20.59220893,0.456130292,0.531208157,0.188142773
NI-S090,42,0.7,0.395976861,-0.014381503,0.145985401,0.926040062,0.305084746,0.267662394,0.023286504,1,0.008021981,0,0.00726829,0.006232904,14.86124212,2.964978127,19.39427902,0.429595396,0.432530482,0.183205329
NI-S092,25,0.416666667,1.94871384,0.037948554,0.656934307,0.904489235,0.593220339,0.269745743,0.171737035,1,0.008021981,0.058215218,0.00726829,0.039897773,4.039665986,2.683034669,14.62942145,0.324050825,0.438564562,0.312381495
NI-S093,30,0.5,0.572121142,-0.014262629,0.540145985,0.977876896,0.508474576,0.453225905,0.169486838,1,0.008021981,0,0.00726829,0.005639369,9.40463649,2.273120909,9.709656529,0.215074958,0.344593017,0.395304432
NI-S094,39,0.65,0.568664411,-0.011059887,0.197080292,0.981022744,0.355932203,0.472476089,0.148680833,1,0.008021981,0,0.00726829,0.006540073,13.00272122,2.428420186,11.34095132,0.251209157,0.385266203,0.373943945
NI-S095,38,0.633333333,1.4436506,0.011675016,0.226277372,0.968261082,0.372881356,0.359119709,0.16842801,1,0.008021981,0.068589553,0.00726829,0.022372586,7.480562744,2.700519162,14.88745872,0.329766511,0.491368394,0.301477283
NI-S096,23,0.383333333,0.206014191,-0.034521122,0.700729927,0.995818711,0.627118644,0.800440379,0.111220803,1,0.008021981,6.61E-05,0.00726829,0.009429932,5.914551848,1.050810057,2.859966916,0.063350054,0.223629465,0.454480197
NI-S097,35,0.583333333,0.724810842,-0.007862547,0.350364964,0.944051341,0.423728814,0.324990933,0.100799118,1,0.008021981,0,0.00726829,0.011064155,8.915635994,2.604572919,13.52544761,0.299597114,0.383109845,0.314307876
NI-S098,23,0.383333333,0.096467683,-0.039284014,0.715328467,0.911864407,0.627118644,0.213274028,0.00576309,1,0.008021981,0,0.00726829,0.000960098,40.35192059,2.995523753,19.99583002,0.442920127,0.437168437,0.157369188
NI-S100,41,0.683333333,0.496182645,-0.012288228,0.160583942,0.86440678,0.322033898,0.189487582,0.031382419,1,0.008021981,0,0.00726829,0.004284178,17.68325747,3.25610259,25.948209,0.57476904,0.470782754,0.19803907
NI-S101,34,0.566666667,0.498052432,-0.014763164,0.394160584,0.891949153,0.440677966,0.217241167,0.035662569,1,0.008021981,0,0.00726829,0.008182472,9.927781393,3.011559435,20.31906149,0.450079906,0.465234941,0.195444573
NI-S102,31,0.516666667,0.185169878,-0.026284843,0.510948905,0.987552966,0.491525424,0.575280791,0.025763575,1,0.008021981,0,0.00726829,0.003547925,14.27087676,2.034316968,7.64702718,0.169386429,0.3260749,0.273199824
NI-S103,45,0.75,0.848757748,-0.003360939,0.058394161,0.870056497,0.254237288,0.185184233,0.058601801,1,0.008021981,0,0.00726829,0.004939619,17.66438951,3.328399697,27.89366765,0.617862164,0.462615385,0.21818147
NI-S104,30,0.5,0.084963786,-0.030501207,0.562043796,0.861581921,0.508474576,0.196267168,0.004401335,1,0.008021981,0,0.00726829,0.001833812,27.01403749,3.149858452,23.33276163,0.516835247,0.531191049,0.100638094
NI-S105,28,0.466666667,0.307524595,-0.024731264,0.613138686,0.953995157,0.542372881,0.29157024,0.05525983,1.00729927,0.005995113,0,0.007241763,0.002222677,15.65071701,2.855176775,17.37750885,0.384922677,0.41230359,0.267114462
NI-S106,24,0.4,0.148697127,-0.035470953,0.693430657,0.886571056,0.610169492,0.254984214,0.009212934,1.00729927,0.00690473,0,0.007241763,0.003430464,10.01416887,2.764270453,15.86745971,0.351474145,0.445550769,0.158680841
NI-S107,21,0.35,0.070632589,-0.044255591,0.751824818,0.936825886,0.661016949,0.293427485,0.006100663,1,0.008021981,0,0.00726829,0.001792827,13.09580716,2.640683547,14.02278557,0.310613461,0.395366154,0.164641497
