ID,degree,normalised.degree,species.strength,interaction.push.pull,nestedrank,PDI,resource.range,species.specificity.index,PSI,node.specialisation.index.NSI,betweenness,weighted.betweenness,closeness,weighted.closeness,Fisher.alpha,partner.diversity,effective.partners,proportional.generality,proportional.similarity,d
BE-S018,25,0.416666667,0.16049412,-0.033580235,0.671532847,0.911864407,0.593220339,0.259312184,0.012114553,1,0.008021981,0,0.00726829,0.005118143,8.434228428,2.770240751,15.96247653,0.353578827,0.460783325,0.152584565
BE-S019,18,0.3,0.574479243,-0.023640042,0.802919708,0.920903955,0.711864407,0.317871768,0.07433356,1.00729927,0.006002267,0,0.007241763,0.010512842,3.852865782,2.352128296,10.50790988,0.232756768,0.313508175,0.327015005
BE-S020,30,0.5,0.46741415,-0.017752862,0.554744526,0.947336562,0.508474576,0.328175576,0.080130025,1,0.008021981,0,0.00726829,0.002856386,13.19381689,2.623206731,13.77984106,0.305232088,0.367169498,0.330999745
BE-S021,22,0.366666667,0.357825513,-0.029189749,0.729927007,0.928681488,0.644067797,0.311704467,0.034730559,1,0.008021981,0,0.00726829,0.011392281,5.004528106,2.47959613,11.93644267,0.264399662,0.404605041,0.213443179
BE-S023,16,0.266666667,1.255913468,0.015994592,0.832116788,0.935703215,0.745762712,0.324172526,0.149552926,1.00729927,0.006002267,0.007466878,0.007241763,0.038965444,2.464230706,2.297013364,9.944437641,0.220275506,0.356406154,0.353507846
BE-S024,19,0.316666667,0.07823455,-0.048513971,0.788321168,0.847457627,0.694915254,0.218818089,0.005876316,1.00729927,0.006002267,0,0.007241763,0.001311675,14.16672648,2.839435382,17.1061044,0.378910899,0.488873846,0.121318645
BE-S025,17,0.283333333,0.088767273,-0.053601925,0.817518248,0.937853107,0.728813559,0.32375737,0.009494739,1.00729927,0.006002267,0,0.007241763,0.003991691,5.576445423,2.360795444,10.59937931,0.234782873,0.376515824,0.177258028
BE-S031,13,0.216666667,0.205963836,-0.061079705,0.919708029,0.938871909,0.796610169,0.336749972,0.025793555,1.01459854,0.005305519,0,0.007215237,0.00947857,2.818710819,2.224092766,9.24509154,0.204784553,0.364853348,0.231371941
BE-S032,25,0.416666667,0.467840157,-0.021286394,0.664233577,0.9727715,0.593220339,0.473606503,0.092133233,1,0.008021981,0,0.00726829,0.016163572,5.360569773,1.940605426,6.962965254,0.15423403,0.302707408,0.344591391
BE-S033,22,0.366666667,0.942702639,-0.002604425,0.722627737,0.925441293,0.644067797,0.306235257,0.093190915,1,0.008021981,0.010110021,0.00726829,0.028004561,3.94194802,2.442645846,11.50343684,0.254808312,0.384695727,0.291777697
GH-S004a,3,0.05,0.004334667,-0.331888444,0.99270073,0.966101695,0.966101695,0.567480307,0.001444889,1.072992701,0.001418789,0,0.007003024,0.000115758,536870956.2,1.098612289,3,0.066451874,0.065821538,0.102615415
GH-S006a,14,0.233333333,0.104329074,-0.063976495,0.883211679,0.959938367,0.779661017,0.379799048,0.019606832,1.01459854,0.00412664,0,0.007215237,0.001304119,8.203262435,2.209474814,9.110930205,0.201812796,0.266212723,0.306189321
GH-S007a,15,0.25,0.061767442,-0.062548837,0.875912409,0.847457627,0.762711864,0.24356115,0.005490009,1.01459854,0.005026539,0,0.007215237,0.000646255,27.26278995,2.649158683,14.14213562,0.313257139,0.295187692,0.178467588
GH-S008a,14,0.233333333,0.055511358,-0.067463474,0.897810219,0.925423729,0.779661017,0.291350754,0.005046883,1.03649635,0.003086251,0,0.007135657,0.000928737,11.70775431,2.464970891,11.76313974,0.260560894,0.281984729,0.195898097
GH-S011b,25,0.416666667,0.11931424,-0.03522743,0.678832117,0.802259887,0.593220339,0.187525919,0.006707595,1.00729927,0.00690473,0,0.007241763,0.001192645,31.79945375,3.094479123,22.07573679,0.488991361,0.473710121,0.144563043
GH-S012a,16,0.266666667,0.034850981,-0.060321814,0.861313869,0.86440678,0.745762712,0.228260707,0.002164632,1,0.008021981,0,0.00726829,0.000643306,69.22903517,2.736339051,15.43039169,0.341792816,0.370633846,0.091451604
GH-S013a,14,0.233333333,0.118314973,-0.062977502,0.912408759,0.903954802,0.779661017,0.263612453,0.012211134,1.02919708,0.002316629,0,0.007162184,0.000644178,20.72626017,2.553681558,12.85434078,0.284731679,0.188726154,0.265001249
GH-S014a,28,0.466666667,0.268755504,-0.026115875,0.620437956,0.933507171,0.542372881,0.247002689,0.01912579,1,0.008021981,0,0.00726829,0.001781661,18.98060758,2.964886359,19.39249933,0.429555975,0.379806923,0.221560552
GH-S015a,16,0.266666667,0.270802409,-0.045574849,0.846715328,0.946070878,0.745762712,0.333002089,0.04749231,1.04379562,0.001217778,0,0.00710913,0.001317169,8.704695769,2.373287383,10.73261658,0.237734162,0.227415652,0.376127568
GH-S019a,40,0.666666667,0.259204947,-0.018519876,0.175182482,0.715254237,0.338983051,0.126673469,0.00778579,1,0.008021981,0,0.00726829,0.002583271,27.94156687,3.547295603,34.71929563,0.769054088,0.56500605,0.11172493
GH-S023a,19,0.316666667,0.095418126,-0.047609572,0.795620438,0.898305085,0.694915254,0.235987442,0.009305062,1,0.008021981,0,0.00726829,0.00093242,25.98552933,2.799724514,16.44011712,0.364158865,0.37936967,0.190764518
GH-S025a,10,0.166666667,0.07078447,-0.092921553,0.948905109,0.937853107,0.847457627,0.327986636,0.008491478,1.02919708,0.002451614,0,0.007162184,0.000438315,15.64872685,2.205598359,9.075680459,0.201031992,0.128763077,0.267309651
GH-S026a,10,0.166666667,0.033041713,-0.096695829,0.95620438,0.915254237,0.847457627,0.309911597,0.003488059,1.02919708,0.004940048,0,0.007162184,0.000405562,28.2326659,2.25385759,9.524406312,0.21097155,0.143409231,0.179012898
GH-S027a,29,0.483333333,0.207841245,-0.027315819,0.591240876,0.833333333,0.525423729,0.182638261,0.009936818,1,0.008021981,0,0.00726829,0.001883775,20.0905159,3.166620654,23.72716641,0.525571559,0.439064615,0.17586426
GH-S030a,39,0.65,0.240555234,-0.019472943,0.204379562,0.929255711,0.355932203,0.224685565,0.011866044,1,0.008021981,0,0.00726829,0.003577843,20.20873992,3.207563452,24.7187843,0.547536515,0.510774402,0.144816195
GH-S031a,6,0.1,0.025024202,-0.162495966,0.97810219,0.949152542,0.915254237,0.416807886,0.005531701,1.03649635,0.004330544,0,0.007135657,0.000299625,10.90511085,1.732867951,5.656854249,0.125302856,0.126153846,0.17883789
GH-S034a,12,0.2,0.066684467,-0.077776294,0.927007299,0.90960452,0.813559322,0.295433737,0.005923571,1.04379562,0.00149509,0,0.00710913,0.000642704,13.98471284,2.378620199,10.79000453,0.239005341,0.146387692,0.241475746
GH-S035a,16,0.266666667,0.140300874,-0.053731195,0.854014599,0.938983051,0.745762712,0.277935975,0.019196786,1,0.008021981,0,0.00726829,0.000609882,23.30081963,2.604795405,13.52845717,0.299663778,0.215138462,0.276991214
GH-S039a,17,0.283333333,0.0953286,-0.053215965,0.824817518,0.972457627,0.728813559,0.406479289,0.020059145,1.01459854,0.005919222,0,0.007215237,0.001438578,10.62521533,2.279345251,9.770281232,0.216417833,0.32081348,0.281950908
GH-S041a,31,0.516666667,0.235692956,-0.024655066,0.503649635,0.827118644,0.491525424,0.180737468,0.011065582,1,0.008021981,0,0.00726829,0.003491137,14.18326024,3.192736376,24.35498074,0.539478038,0.496376484,0.14360955
GH-S103,3,0.05,0.016389618,-0.327870127,1,0.966101695,0.966101695,0.567480307,0.005463206,1.102189781,0.000133923,0,0.006896918,0.000113701,536870956.2,1.098612289,3,0.066451874,0.060233846,0.176899076
GH-S104,14,0.233333333,0.097023263,-0.064498338,0.890510949,0.898305085,0.779661017,0.271753342,0.008081727,1.02189781,0.00358042,0,0.00718871,0.000942714,11.14266896,2.52134887,12.44537254,0.275672777,0.241225495,0.238273014
GH-S105,10,0.166666667,0.039284385,-0.096071561,0.96350365,0.923728814,0.847457627,0.303825357,0.004039911,1.03649635,0.004245468,0,0.007135657,0.000369375,53.2805513,2.271868513,9.697503805,0.214805768,0.132750769,0.191570485
GH-S110,11,0.183333333,0.049594817,-0.086400471,0.941605839,0.906779661,0.830508475,0.292142958,0.006293618,1.058394161,0.00294713,0,0.007056077,0.000474334,33.81517754,2.351673302,10.50312994,0.23265089,0.201526154,0.190397176
GH-S113,33,0.55,0.203178653,-0.024146101,0.437956204,0.86779661,0.457627119,0.174897164,0.011155111,1,0.008021981,0,0.00726829,0.002529645,19.17785313,3.267299471,26.24038067,0.581240825,0.527523916,0.147932264
GH-S119,21,0.35,0.104159849,-0.042659055,0.759124088,0.915254237,0.661016949,0.248030535,0.009230395,1,0.008021981,0,0.00726829,0.001090405,21.08439751,2.808259569,16.58103495,0.367280283,0.345720342,0.215252826
GH-S122,20,0.333333333,0.267967262,-0.036601637,0.766423358,0.952919021,0.677966102,0.320455807,0.040091902,1.01459854,0.005923177,0,0.007215237,0.002201811,9.548894873,2.521292527,12.44467135,0.275657245,0.283565249,0.331359595
GH-S123,14,0.233333333,0.056982237,-0.067358412,0.905109489,0.870056497,0.779661017,0.270763008,0.00430181,1.02189781,0.00591576,0,0.00718871,0.00090553,12.36370227,2.517643728,12.39934599,0.27465326,0.255507692,0.189974095
GH-S130,31,0.516666667,0.208006891,-0.025548165,0.518248175,0.921236291,0.491525424,0.248672322,0.011810291,1,0.008021981,0,0.00726829,0.002812698,15.87672702,2.948702986,19.0811891,0.422660259,0.375282051,0.191299165
GH-S143a,20,0.333333333,0.038396424,-0.048080179,0.773722628,0.822033898,0.677966102,0.19697823,0.001877579,1,0.008021981,0,0.00726829,0.000812345,73.17881096,2.954673212,19.19544886,0.425191184,0.47286903,0.076742384
GH-S149a,5,0.083333333,0.014044992,-0.197191002,0.98540146,0.966101695,0.93220339,0.45720843,0.003324116,1.102189781,0.002337549,0,0.006896918,0.00023084,14.11637623,1.560710409,4.762203156,0.105485775,0.084332308,0.182169821
GH-S156a,10,0.166666667,0.043963475,-0.095603653,0.97080292,0.923728814,0.847457627,0.303825357,0.004533016,1.02189781,0.004185102,0,0.00718871,0.000403407,53.2805513,2.271868513,9.697503805,0.214805768,0.168836923,0.190334905
NI-S002,16,0.266666667,0.093989979,-0.056625626,0.839416058,0.900726392,0.745762712,0.262067508,0.008550313,1.00729927,0.00690473,0,0.007241763,0.001603541,8.404172778,2.600572974,13.47145461,0.298401136,0.293466154,0.207766937
NI-S003,39,0.65,0.468963853,-0.013616311,0.189781022,0.944706863,0.355932203,0.295928986,0.040404274,1,0.008021981,0,0.00726829,0.006536086,12.72462405,2.778186836,16.089821,0.356399587,0.393686154,0.237594091
NI-S004,44,0.733333333,0.538709525,-0.010483874,0.080291971,0.820823245,0.271186441,0.153567947,0.02398916,1,0.008021981,0,0.00726829,0.004209502,19.87467013,3.467120166,32.0443271,0.709801864,0.568330788,0.149168444
NI-S005,39,0.65,0.154670256,-0.021675122,0.218978102,0.844067797,0.355932203,0.168537774,0.006255715,1,0.008021981,0,0.00726829,0.003143424,23.07439519,3.360799563,28.81221885,0.638208647,0.57090365,0.092244826
NI-S006,32,0.533333333,0.166758958,-0.026038783,0.474452555,0.895223421,0.474576271,0.206219113,0.010207618,1,0.008021981,0,0.00726829,0.002271255,20.01530488,3.13851867,23.06966774,0.511007553,0.462155093,0.157574278
NI-S007,23,0.383333333,0.198565468,-0.03484498,0.708029197,0.820338983,0.627118644,0.214312824,0.012329899,1,0.008021981,0,0.00726829,0.001757344,14.08852625,2.922803854,18.59334748,0.411854262,0.344668435,0.205939806
NI-S008,32,0.533333333,0.281110291,-0.022465303,0.459854015,0.977170529,0.474576271,0.453841661,0.044227919,1,0.008021981,0,0.00726829,0.010630748,8.614208767,2.231015321,9.309313224,0.206207104,0.393624259,0.240897298
NI-S010,42,0.7,0.624568132,-0.008938854,0.138686131,0.851831602,0.305084746,0.176818018,0.025788624,1,0.008021981,0.025142895,0.00726829,0.00784561,13.25265383,3.303328037,27.2030211,0.602563912,0.525542211,0.152040332
NI-S029,12,0.2,0.022805458,-0.081432879,0.934306569,0.926553672,0.813559322,0.293827748,0.002762755,1,0.008021981,0,0.00726829,0.000601629,21.81022069,2.393312123,10.9497007,0.242542711,0.308676923,0.120087084
NI-S030,32,0.533333333,1.545537037,0.017048032,0.452554745,0.902640914,0.474576271,0.247143879,0.135162917,1,0.008021981,0.00046255,0.00726829,0.017708865,6.531500497,2.911166005,18.37821517,0.407088947,0.418867126,0.304153289
NI-S032,38,0.633333333,0.515974598,-0.012737511,0.240875912,0.854776579,0.372881356,0.231457264,0.033311772,1,0.008021981,0,0.00726829,0.011707224,10.13119213,2.949539342,19.09715445,0.423013901,0.433298476,0.185903066
NI-S033,29,0.483333333,0.459104389,-0.018651573,0.569343066,0.976729647,0.525423729,0.42759715,0.070220114,1,0.008021981,0,0.00726829,0.01698025,6.427698753,2.445343316,11.5345089,0.255496578,0.535071205,0.225503649
NI-S034,36,0.6,0.707692894,-0.008119642,0.313868613,0.899900299,0.406779661,0.21526027,0.035903218,1,0.008021981,6.61E-05,0.00726829,0.015781398,8.463459394,3.088538434,21.94498049,0.486095027,0.542366872,0.151541808
NI-S035,34,0.566666667,0.240767343,-0.022330372,0.408759124,0.877589454,0.440677966,0.209675461,0.016577894,1,0.008021981,0,0.00726829,0.002083209,24.36147472,3.152394408,23.39200759,0.518147582,0.471746195,0.173242532
NI-S036,39,0.65,0.594632598,-0.010394036,0.182481752,0.950121065,0.355932203,0.288124285,0.052424859,1,0.008021981,0,0.00726829,0.010626197,10.55690246,2.890169415,17.9963582,0.398630577,0.449241055,0.225950566
NI-S037,45,0.75,0.63867143,-0.008029524,0.051094891,0.9040926,0.254237288,0.203964696,0.043563376,1,0.008021981,0.011894142,0.00726829,0.006528928,15.33869244,3.224566238,25.14266585,0.556925756,0.491620806,0.197188851
NI-S038,43,0.716666667,0.582382287,-0.00971204,0.094890511,0.949693473,0.288135593,0.307641704,0.04291874,1,0.008021981,0,0.00726829,0.00949535,12.55686736,2.839726097,17.11107812,0.37902107,0.417197575,0.225632831
NI-S039,36,0.6,0.967100393,-0.000913878,0.299270073,0.979075802,0.406779661,0.459041252,0.25202883,1,0.008021981,0.007268642,0.00726829,0.014831517,8.085253488,2.269038905,9.670102464,0.214198811,0.402057609,0.400722245
NI-S040,44,0.733333333,0.440796795,-0.012709164,0.072992701,0.839634941,0.271186441,0.176755959,0.018846261,1,0.008021981,0.016387485,0.00726829,0.00760331,14.86478452,3.355549661,28.66135388,0.634866894,0.60956362,0.108423252
NI-S041,42,0.7,1.157679081,0.003754264,0.131386861,0.944496182,0.305084746,0.314662774,0.160010465,1,0.008021981,0.000396471,0.00726829,0.008204444,11.95723336,2.738592426,15.46520136,0.342563872,0.374653051,0.375874103
NI-S042,37,0.616666667,0.393618714,-0.016388683,0.262773723,0.828552803,0.389830508,0.193999276,0.020664427,1,0.008021981,0.006310503,0.00726829,0.008128189,11.27249989,3.134244927,22.9712843,0.508828298,0.52321712,0.138790745
NI-S043,36,0.6,1.121660718,0.003379464,0.306569343,0.980883579,0.406779661,0.508056512,0.1779326,1,0.008021981,0.022664949,0.00726829,0.014829117,8.215436868,1.925555703,6.858959149,0.15193023,0.210804068,0.480440866
NI-S044,44,0.733333333,0.367452457,-0.014376081,0.065693431,0.844430993,0.271186441,0.17266617,0.013080547,1,0.008021981,0,0.00726829,0.0081337,14.54554135,3.362587178,28.86377008,0.639350539,0.655860081,0.079717923
NI-S045,38,0.633333333,0.309746792,-0.018164558,0.255474453,0.917209909,0.372881356,0.228641031,0.016845485,1,0.008021981,0,0.00726829,0.009262681,11.432752,3.063584962,21.40415285,0.474115357,0.584068135,0.11046417
NI-S046,36,0.6,0.484577824,-0.014317283,0.321167883,0.965430441,0.406779661,0.362257192,0.086082702,1,0.008021981,0,0.00726829,0.008088793,10.58385789,2.620887018,13.74791282,0.304524858,0.441647387,0.274781954
NI-S047,43,0.716666667,0.541374777,-0.010665703,0.124087591,0.817594835,0.288135593,0.16854304,0.022786217,1,0.008021981,6.61E-05,0.00726829,0.006344604,15.04988639,3.342660075,28.29429164,0.626736236,0.507794656,0.157964427
NI-S048,30,0.5,0.266496106,-0.02445013,0.547445255,0.986608077,0.508474576,0.562715616,0.081470985,1,0.008021981,0,0.00726829,0.004528914,11.48626035,1.988158248,7.302072761,0.161745473,0.313091565,0.377910251
NI-S049,46,0.766666667,0.543237953,-0.00992961,0.03649635,0.795839753,0.237288136,0.159871896,0.021009848,1,0.008021981,0.009779628,0.00726829,0.007513244,15.47319212,3.414914003,30.41433376,0.673696493,0.5646174,0.120661338
NI-S050,44,0.733333333,0.187481861,-0.018466321,0.087591241,0.849576271,0.271186441,0.144973734,0.004936667,1,0.008021981,0,0.00726829,0.002353985,40.92618172,3.546896183,34.70543083,0.768746974,0.61590964,0.073323183
NI-S051,48,0.8,0.667246026,-0.006932374,0.01459854,0.906779661,0.203389831,0.214210483,0.033782177,1,0.008021981,0.000991179,0.00726829,0.006236845,16.88234672,3.235918642,25.42972187,0.563284226,0.428535092,0.210844354
NI-S052,22,0.366666667,0.112878655,-0.040323697,0.744525547,0.889830508,0.644067797,0.231672865,0.006137482,1,0.008021981,0,0.00726829,0.001972864,12.52881474,2.850737546,17.30053708,0.383217704,0.395257436,0.156616064
NI-S053,39,0.65,0.268052179,-0.018767893,0.211678832,0.852080123,0.355932203,0.202176784,0.013981371,1,0.008021981,0,0.00726829,0.003181805,22.09282923,3.214141094,24.8819115,0.551149884,0.472478965,0.163491195
NI-S054,47,0.783333333,0.533004591,-0.009936073,0.02189781,0.887874837,0.220338983,0.177501108,0.017415408,1,0.008021981,0.017444742,0.00726829,0.005160058,19.48016094,3.414556452,30.40346105,0.673455656,0.513150085,0.146133037
NI-S055,38,0.633333333,0.691439229,-0.00812002,0.233576642,0.81920904,0.372881356,0.1670496,0.031854185,1,0.008021981,6.61E-05,0.00726829,0.014647412,9.215844267,3.308486021,27.34369635,0.605679956,0.674225275,0.104994668
NI-S056,36,0.6,0.906973996,-0.002584056,0.291970803,0.961652542,0.406779661,0.359102217,0.154862956,1,0.008021981,0.02768692,0.00726829,0.019496702,7.792404008,2.498422915,12.16329628,0.269424611,0.422214709,0.315437805
NI-S057,31,0.516666667,0.640819436,-0.01158647,0.481751825,0.90614007,0.491525424,0.259392933,0.050643759,1,0.008021981,0.008986685,0.00726829,0.019312506,6.660331054,2.77438297,16.02873373,0.355046466,0.468050989,0.201285243
NI-S058,43,0.716666667,0.487855327,-0.011910341,0.109489051,0.972987288,0.288135593,0.403593884,0.051253308,1,0.008021981,6.61E-05,0.00726829,0.008930912,13.16371736,2.574328373,13.12250078,0.29067159,0.425989398,0.253225379
NI-S059,43,0.716666667,0.602826079,-0.009236603,0.102189781,0.852784504,0.288135593,0.164491631,0.020852193,1,0.008021981,0,0.00726829,0.008819888,13.05018477,3.398216612,29.91071006,0.662540914,0.554737463,0.124359995
NI-S060,42,0.7,0.1839654,-0.019429395,0.153284672,0.757062147,0.305084746,0.139915801,0.005639983,1,0.008021981,0,0.00726829,0.00272947,29.86966988,3.514293316,33.59218046,0.744087783,0.570752642,0.089585733
NI-S061,22,0.366666667,0.204343984,-0.036166183,0.737226277,0.928474576,0.644067797,0.273526544,0.015644424,1,0.008021981,0,0.00726829,0.00854638,5.727840407,2.703004302,14.92450216,0.330587046,0.523089089,0.140523138
NI-S062,45,0.75,0.595670034,-0.00898511,0.04379562,0.795114656,0.254237288,0.179621673,0.023877803,1,0.008021981,0.018501999,0.00726829,0.011763693,12.49977229,3.255440009,25.9310219,0.574388335,0.562995609,0.125008193
NI-S063,35,0.583333333,0.316005171,-0.019542709,0.357664234,0.979310345,0.423728814,0.461639495,0.04906706,1,0.008021981,0,0.00726829,0.009243321,9.989934259,2.311919356,10.09377963,0.223583525,0.413251868,0.249527149
NI-S064,46,0.766666667,0.877568024,-0.002661565,0.02919708,0.840112994,0.237288136,0.161613049,0.038175393,1,0.008021981,0.00323785,0.00726829,0.006881218,14.87142801,3.44148172,31.23320276,0.691834953,0.530124551,0.179375484
NI-S065,43,0.716666667,0.595346656,-0.009410543,0.116788321,0.801232666,0.288135593,0.152007209,0.024430688,1,0.008021981,0,0.00726829,0.00706905,14.18055042,3.447155411,31.41091398,0.695771368,0.563178901,0.138170043
NI-S066,32,0.533333333,1.46487772,0.014527429,0.445255474,0.936701743,0.474576271,0.299521649,0.103789599,1,0.008021981,0.018700235,0.00726829,0.022973093,6.3106221,2.749397132,15.63320428,0.346285241,0.456397789,0.261941342
NI-S067,30,0.5,0.578756064,-0.014041465,0.532846715,0.91232073,0.508474576,0.26328494,0.058219298,1,0.008021981,0.004856775,0.00726829,0.007947334,8.097645979,2.782887268,16.16562814,0.358078762,0.429673731,0.256229937
NI-S068,34,0.566666667,0.272114734,-0.02140839,0.401459854,0.961053011,0.440677966,0.313412638,0.019261919,1,0.008021981,0,0.00726829,0.004553676,13.45185444,2.900215135,18.17805568,0.40265529,0.499383424,0.169530765
NI-S069,51,0.85,1.526241232,0.010318456,0,0.977973253,0.152542373,0.436213437,0.387783846,1,0.008021981,0.104271979,0.00726829,0.008230548,13.77231533,2.634881783,13.94166423,0.308816572,0.397649795,0.436515871
NI-S070,36,0.6,0.486441211,-0.014265522,0.335766423,0.9,0.406779661,0.241325536,0.053554933,1,0.008021981,0,0.00726829,0.003457414,15.83254956,3.009510483,20.27747134,0.449158658,0.456842096,0.241121147
NI-S071,27,0.45,1.111521438,0.004130424,0.627737226,0.910989612,0.559322034,0.296352473,0.101239433,1,0.008021981,0,0.00726829,0.022644501,5.150183926,2.557301024,12.90095092,0.285764122,0.385096591,0.287919113
NI-S072,31,0.516666667,0.665571724,-0.010788009,0.489051095,0.919199299,0.491525424,0.256988401,0.048632954,1,0.008021981,6.61E-05,0.00726829,0.018397489,6.724468069,2.782240732,16.15517985,0.357847326,0.462993124,0.201856637
NI-S073,36,0.6,0.177830129,-0.022838052,0.343065693,0.937853107,0.406779661,0.274720386,0.008202925,1,0.008021981,0,0.00726829,0.003553219,18.37097134,2.982546856,19.73802259,0.437209531,0.539420879,0.111771945
NI-S074,34,0.566666667,2.004851705,0.029554462,0.372262774,0.949370772,0.440677966,0.298935363,0.182051334,1,0.008021981,0.249380513,0.00726829,0.035314639,5.90897704,2.748830108,15.6243424,0.346088945,0.473295116,0.292951286
NI-S075,40,0.666666667,0.391458795,-0.01521353,0.167883212,0.942199044,0.338983051,0.263309752,0.028963895,1,0.008021981,0,0.00726829,0.004667421,16.37574097,3.017741044,20.44505501,0.452870741,0.46916966,0.197518849
NI-S076,34,0.566666667,0.575188732,-0.012494449,0.386861314,0.928060264,0.440677966,0.300034609,0.057402982,1,0.008021981,6.61E-05,0.00726829,0.01219681,8.403382127,2.720649825,15.19019001,0.336472198,0.449177888,0.235938392
NI-S077,36,0.6,1.434696111,0.012074892,0.284671533,0.969704248,0.406779661,0.431636951,0.256947407,1,0.008021981,0.16142994,0.00726829,0.024858818,6.766108159,2.268080234,9.660836454,0.213993563,0.388339458,0.415028581
NI-S079,38,0.633333333,0.523178215,-0.012547942,0.248175182,0.905084746,0.372881356,0.279093617,0.040735544,1,0.008021981,0,0.00726829,0.009995976,10.69251015,2.822584747,16.82027068,0.372579504,0.445973062,0.206736215
NI-S080,50,0.833333333,1.030241421,0.000604828,0.00729927,0.889098138,0.169491525,0.198324659,0.045979946,1,0.008021981,0.127663792,0.00726829,0.014096802,12.8875765,3.295065558,26.97918272,0.597605752,0.546316465,0.155436508
NI-S081,37,0.616666667,0.406255996,-0.016047135,0.277372263,0.887633396,0.389830508,0.202120622,0.034885259,1,0.008021981,0,0.00726829,0.006378297,13.1524823,3.153758352,23.42393473,0.518854788,0.589688783,0.139496298
NI-S082,33,0.55,0.657953045,-0.010365059,0.416058394,0.967634784,0.457627119,0.361003599,0.079095871,1,0.008021981,0.000264314,0.00726829,0.014481523,7.590754341,2.641508866,14.03436362,0.310869922,0.446785046,0.250321094
NI-S083,30,0.5,1.244534005,0.008151134,0.525547445,0.871420222,0.508474576,0.208523956,0.070485288,1,0.008021981,0.007466878,0.00726829,0.029862777,5.534775754,2.986613531,19.81845415,0.43899114,0.54511392,0.185363022
NI-S084,33,0.55,0.502766514,-0.015067681,0.423357664,0.974107827,0.457627119,0.441732324,0.09603249,1,0.008021981,0,0.00726829,0.013155057,7.919619266,2.250383188,9.49137212,0.210239822,0.380468989,0.313594611
