Virus,degree,normalised.degree,species.strength,interaction.push.pull,nestedrank,PDI,species.specificity.index,resource.range,PSI,node.specialisation.index.NSI,betweenness,weighted.betweenness,closeness,weighted.closeness,Fisher.alpha,partner.diversity,effective.partners,proportional.similarity,proportional.generality,
BCMV,136,0.71957672,3.113824102,0.015542824,0.296875,0.931662459,0.133894838,0.281914894,1,1,0.016507937,0,0.015403129,0.011664411,46.57511366,4.24420161,69.70009004,0.57300764,0.652679507,0.141303851
SPMV,135,0.714285714,3.319814824,0.017183814,0.3125,0.940671031,0.157434044,0.287234043,1,1,0.016507937,0,0.015403129,0.012022974,43.03985398,4.051454439,57.48099886,0.563346643,0.538258559,0.148858966
SPCFV,132,0.698412698,3.323398041,0.0176015,0.328125,0.918785677,0.11879427,0.303191489,1,1,0.016507937,0,0.015403129,0.010809289,49.33701147,4.34350028,76.97650764,0.478132712,0.720816703,0.19432484
MeLCV,128,0.677248677,3.92740522,0.022870353,0.34375,0.972123719,0.227944228,0.324468085,1,1,0.016507937,0,0.015403129,0.012417903,38.81719023,3.714190199,41.02535124,0.485513671,0.384166018,0.236607195
BgV,124,0.656084656,3.537061397,0.020460173,0.359375,0.983372254,0.269837393,0.345744681,1,1,0.016507937,0,0.015403129,0.012189706,37.05935195,3.607001917,36.85539149,0.427615775,0.345118044,0.248946814
SPBgV,122,0.645502646,2.563816808,0.012818171,0.375,0.984198999,0.278769106,0.356382979,1,1,0.016507937,0,0.015403129,0.010083241,43.50449565,3.597080324,36.49153528,0.434442353,0.341710854,0.239411465
CSSV,119,0.62962963,3.334827505,0.019620399,0.390625,0.955414774,0.179235028,0.372340426,1,1,0.016507937,0,0.015403129,0.011959473,37.95167363,3.870386594,47.9609239,0.430886298,0.449111503,0.243295098
SCBV,114,0.603174603,3.545031234,0.022324835,0.40625,0.923381621,0.147778107,0.39893617,1,1,0.016507937,0.015664691,0.015403129,0.011882004,38.03042432,4.068372222,58.46172241,0.421148684,0.547442165,0.258918778
CLNV,102,0.53968254,2.645525494,0.016132603,0.421875,0.986654207,0.319788886,0.462765957,1,1,0.016507937,0.011007621,0.015403129,0.011779592,31.36829172,3.305856066,27.27187813,0.363492535,0.255376944,0.350987224
GLRaV-1,101,0.534391534,2.722653358,0.017055974,0.4375,0.995382948,0.541577283,0.468085106,1,1,0.016507937,0.00042337,0.015403129,0.013442684,25.57220177,2.419748634,11.24303284,0.330017836,0.105281028,0.395864167
LPV,101,0.534391534,3.182042168,0.021604378,0.453125,0.95869451,0.175184657,0.468085106,1,1,0.016507937,0,0.015403129,0.01083311,32.18514437,3.888458095,48.83552869,0.425550029,0.457301401,0.239861328
CatMV,98,0.518518519,2.547959458,0.015795505,0.484375,0.949116821,0.175489843,0.484042553,1,1,0.016507937,0,0.015403129,0.009719002,34.38812099,3.870800442,47.98077653,0.43499478,0.449297405,0.230532016
WMV,98,0.518518519,3.590500953,0.026433683,0.46875,0.973040835,0.214207246,0.484042553,1,1,0.016507937,0.100762066,0.015403129,0.0140373,27.14031682,3.616521582,37.20791777,0.387400591,0.34841914,0.315272596
TuMV,97,0.513227513,2.89920341,0.019579417,0.5,0.977679459,0.258993271,0.489361702,1,1,0.016507937,0,0.015403129,0.010231112,33.98540063,3.439581856,31.17392026,0.298760648,0.291916107,0.398540258
DBV,96,0.507936508,3.529862843,0.026352738,0.515625,0.962722712,0.20056359,0.494680851,1,1,0.016507937,0.012277731,0.015403129,0.01248984,26.30751426,3.70466721,40.63652165,0.436163583,0.380524974,0.266960625
NoMV,95,0.502645503,2.533999586,0.016147364,0.53125,0.963986746,0.182521039,0.5,1,1,0.016507937,0,0.015403129,0.008717886,35.74943173,3.841398172,46.59057055,0.374153713,0.436279359,0.269102079
LMV,94,0.497354497,2.278506577,0.013601134,0.578125,0.945035461,0.16109895,0.505319149,1,1,0.016507937,0,0.015403129,0.008856601,35.0939442,3.910597994,49.92880019,0.405706786,0.467538918,0.248741732
PtV,94,0.497354497,2.465781611,0.015593421,0.546875,0.972726325,0.206345432,0.505319149,1,1,0.016507937,0,0.015403129,0.009888073,30.70653204,3.733911733,41.84246499,0.475887443,0.391817563,0.19603691
PVY,94,0.497354497,2.345538603,0.01431424,0.5625,0.973220836,0.246408858,0.505319149,1,1,0.016507937,0,0.015403129,0.009499921,33.36176794,3.549084749,34.78146914,0.323574541,0.325697601,0.319945859
PVA,92,0.486772487,2.650078874,0.01793564,0.59375,0.946808511,0.163713581,0.515957447,1,1,0.016507937,0,0.015403129,0.010732581,29.05865833,3.84978267,46.98285132,0.422682334,0.439952721,0.247591026
CHPV,90,0.476190476,3.196681744,0.024407575,0.609375,0.956549603,0.176605208,0.526595745,1,1,0.016507937,0,0.015403129,0.0115264,26.54927038,3.752136371,42.61201993,0.379850327,0.399023762,0.285530862
BYMV,87,0.46031746,1.888006844,0.010206975,0.65625,0.967485766,0.236191527,0.542553191,1,1,0.016507937,0,0.015403129,0.009027402,30.29383399,3.481968671,32.52368753,0.380192023,0.30455548,0.262578408
SCMV,87,0.46031746,2.686392869,0.019383826,0.640625,0.991011312,0.384514158,0.542553191,1,1,0.016507937,0,0.015403129,0.012321473,24.27488949,3.054819309,21.21735139,0.335268143,0.198681672,0.370729985
SPLV,87,0.46031746,2.86813533,0.02147282,0.625,0.99589942,0.570708803,0.542553191,1,1,0.016507937,0.024978831,0.015403129,0.015263683,20.27334026,2.212653424,9.139936374,0.295353791,0.085587395,0.519264793
CABMV,82,0.433862434,2.80670823,0.022033027,0.703125,0.942059271,0.158020066,0.569148936,1,1,0.016507937,0,0.015403129,0.00693772,34.76168606,3.898620029,49.33432215,0.233728345,0.461972159,0.34970703
CaYMV,82,0.433862434,3.528784231,0.030838832,0.671875,0.967366302,0.227465062,0.569148936,1,1,0.016507937,0.017358171,0.015403129,0.012250329,22.97807272,3.439294873,31.16497516,0.325340014,0.291832344,0.379309223
CoSMV,82,0.433862434,2.021216473,0.012453859,0.6875,0.967715721,0.192967364,0.569148936,1,1,0.016507937,0,0.015403129,0.009055077,27.64892662,3.722249041,41.35730386,0.430163468,0.38727446,0.230947461
PRSV,78,0.412698413,2.29224745,0.016567275,0.71875,0.992378997,0.420309713,0.590425532,1,1,0.016507937,0,0.015403129,0.008284454,28.33965834,2.922951098,18.59608544,0.209212159,0.174135842,0.493734041
BBrMV,70,0.37037037,3.687379008,0.038391129,0.734375,0.963979097,0.223562272,0.632978723,1,1,0.016507937,0,0.015403129,0.008614956,23.39021626,3.473012746,32.23370827,0.192042291,0.301840081,0.492118419
GLRaV-10,63,0.333333333,1.546781885,0.008679078,0.75,0.931818182,0.158829528,0.670212766,1,1,0.016507937,0,0.015403129,0.00391262,40.32975016,3.803240366,44.84626763,0.180725603,0.41994551,0.347760635
PenMV,62,0.328042328,1.309361857,0.004989707,0.765625,0.945035461,0.172641766,0.675531915,1,1,0.016507937,0,0.015403129,0.004888651,30.31933822,3.684979392,39.84430134,0.297286811,0.373106533,0.280328701
ToBlV1,58,0.306878307,1.761476094,0.013128898,0.78125,0.991915738,0.420459766,0.696808511,1,1.015625,0.003174603,0,0.015282792,0.010471835,15.52827635,2.637469645,13.97779005,0.284933862,0.130889603,0.376038612
ZTMV,57,0.301587302,2.192812534,0.020926536,0.796875,0.984430408,0.290331395,0.70212766,1,1,0.016507937,0.026672312,0.015403129,0.008034534,18.66436836,3.18682355,24.21139888,0.181606321,0.226718271,0.439829848
PSbMV,56,0.296296296,2.392433026,0.024864875,0.8125,0.993378202,0.455142741,0.707446809,1,1,0.016507937,0.049534293,0.015403129,0.007180291,19.35669009,2.675270891,14.51628164,0.171328257,0.135932099,0.599434298
SPVF,54,0.285714286,1.512331946,0.009487629,0.828125,0.980425532,0.271466483,0.718085106,1,1.015625,0.003174603,0,0.015282792,0.007445102,17.82270729,3.165027191,23.68938815,0.265625916,0.221830103,0.395599063
CeMV,53,0.28042328,1.808961945,0.015263433,0.84375,0.959922964,0.216504405,0.723404255,1,1,0.016507937,0,0.015403129,0.009203187,15.04094559,3.325850884,27.82266244,0.273649016,0.26053455,0.363823339
PiCV-1,47,0.248677249,1.814279941,0.017325105,0.859375,0.972240691,0.255896424,0.755319149,1,1,0.016507937,0,0.015403129,0.004923915,19.42088829,3.132349959,22.92779566,0.123807133,0.214698465,0.505176419
PeMoV,46,0.243386243,1.052841715,0.001148733,0.875,0.95696325,0.227227157,0.760638298,1,1.015625,0.013333333,0,0.015282792,0.00505537,18.70866471,3.257871456,25.99414853,0.182759422,0.24341214,0.370191663
FBV-1,39,0.206349206,0.954731209,-0.001160738,0.890625,0.950447928,0.219359352,0.79787234,1,1,0.016507937,0,0.015403129,0.004782601,14.61927338,3.205903338,24.67778233,0.264532159,0.231085538,0.321448564
HBV-GD1,30,0.158730159,0.633718195,-0.012209393,0.90625,0.978723404,0.333853023,0.845744681,1,1.015625,0.003174603,0,0.015282792,0.003753377,11.95826541,2.601870029,13.48893918,0.128607042,0.126311948,0.389114466
UPV1,27,0.142857143,0.959208082,-0.001510812,0.921875,0.968617021,0.249924575,0.861702128,1,1,0.016507937,0,0.015403129,0.001948241,16.32761121,2.975809496,19.60548739,0.054942264,0.183587996,0.471744574
PeAV,23,0.121693122,1.441006515,0.019174196,0.9375,0.995971907,0.583827729,0.882978723,1,1,0.016507937,0.00084674,0.015403129,0.004682617,6.985518848,1.786077812,5.966006716,0.061087824,0.05586636,0.716274505
WTMV,18,0.095238095,0.819551056,-0.010024941,0.953125,0.987659574,0.401845823,0.909574468,1,1,0.016507937,0,0.015403129,0.002428464,7.075432063,2.185992789,8.89947947,0.038979309,0.08333573,0.577522214
SPYMV,16,0.084656085,0.433461156,-0.035408678,0.96875,0.99137931,0.479217941,0.920212766,1,1.015625,0.003174603,0,0.015282792,0.002342705,6.185234496,1.864349922,6.45174039,0.053789492,0.060414825,0.523672566
GRSPaV,9,0.047619048,1.081744197,0.009082689,0.984375,0.999904675,0.982325253,0.957446809,1,1.015625,0.013333333,0,0.015282792,0.012469536,1.518448701,0.123304275,1.131228573,0.0225949,0.010592952,0.957008975
RCCVA,9,0.047619048,1.235781278,0.02619792,1,0.999423541,0.902697298,0.957446809,1,1.0625,0.003174603,0,0.014921781,0.009993872,1.593875418,0.495739782,1.641712299,0.026737874,0.015373179,0.884054987
