"degree" "normalised.degree" "species.strength" "interaction.push.pull" "nestedrank" "PDI" "species.specificity.index" "resource.range" "PSI" "node.specialisation.index.NSI" "betweenness" "weighted.betweenness" "closeness" "weighted.closeness" "Fisher.alpha" "partner.diversity" "effective.partners" "proportional.similarity" "proportional.generality" "d"
"CoSMV" 8 0.421052631578947 0.215373966669608 -0.098078254166299 0.481481481481481 0.888888888888889 0.420260390313452 0.611111111111111 1 1.03703703703704 0.0355257805782995 0 0.0193078324225865 0.0054006095989179 4.71708467009982 1.75192641005698 5.76569908516019 0.240424126386976 0.43008180618243 0.295171464987718
"CSSV" 4 0.210526315789474 0.220880385774377 -0.194779903556406 0.703703703703704 0.955555555555555 0.590273238907749 0.833333333333333 1 1.2037037037037 0.0133084667860497 0.0177613941018767 0.0176684881602914 0.00349098199573056 2.75920174118743 1.14905969697062 3.15522464708129 0.0759463907829767 0.235358227178507 0.529829838148562
"CyLNV" 5 0.263157894736842 0.159322614624998 -0.168135477075 0.555555555555556 0.988304093567252 0.82021815633803 0.777777777777778 1 1.16666666666667 0.00518655022343777 0 0.0180327868852459 0.00649408958292248 1.9680927401137 0.703131580965568 2.02006882166831 0.141291569122563 0.150683348992672 0.493393773374352
"DBRTV1" 1 0.0526315789473684 0.0217391304347826 -0.978260869565217 0.981481481481482 1 1 1 1 1.55555555555556 0 0 0.014207650273224 0.000525741953320766 134217776.500017 0 1 0.0108158946625911 0.074593175923693 0.401018297238684
"FBaV-1" 2 0.105263157894737 0.033102766798419 -0.483448616600791 0.925925925925926 0.944444444444444 0.687184270936277 0.944444444444444 1 1.2962962962963 0.00866293044755758 0 0.0167577413479053 0.00100476106379979 268435505.000009 0.693147180559945 2 0.0315071714084176 0.149186351847386 0.345229960472399
"GLRaV-1" 7 0.368421052631579 0.130915491242344 -0.124154929822522 0.5 0.933333333333333 0.472863228312946 0.666666666666667 1 1.11111111111111 0.0217225738471384 0 0.0185792349726776 0.00564763905901424 3.54407550883696 1.61876457225882 5.04685144324021 0.337868456490606 0.376460677566361 0.229242818449077
"HBV" 2 0.105263157894737 0.0996503496503497 -0.450174825174825 0.888888888888889 0.962962962962963 0.702376916856849 0.944444444444444 1 1.38888888888889 0.00101178183531125 0 0.0158469945355191 0.00224149642834562 1.23549253245909 0.673011667009257 1.96013170420779 0.029861274394545 0.14621244904558 0.507816055033312
"IYVV" 8 0.421052631578947 0.571136404196588 -0.0536079494754265 0.407407407407407 0.983585858585859 0.771252681126321 0.611111111111111 1 1.01851851851852 0.0411964034691325 0.0576407506702413 0.0194899817850638 0.0104199378862253 1.73990390339706 0.836179393499013 2.30753393458483 0.268805095268149 0.172126284732378 0.480555355176253
"LMV" 5 0.263157894736842 0.164862036302651 -0.16702759273947 0.574074074074074 0.896825396825397 0.444722135470878 0.777777777777778 1 1.07407407407407 0.0156408502391895 0 0.0189435336976321 0.00543527174412892 2.13982577394465 1.51340583861968 4.54217439314861 0.151657653421115 0.338815213584228 0.345942560467515
"LPV" 5 0.263157894736842 0.18759501368197 -0.162480997263606 0.62962962962963 0.87037037037037 0.444722135470878 0.777777777777778 1 1.11111111111111 0.021603986722628 0 0.0185792349726776 0.00364034362023496 3.97952156244536 1.50478828368119 4.50320012840204 0.0808840818245944 0.335907999397491 0.44136233902759
"MerMV" 9 0.473684210526316 0.390923564675813 -0.0676751594804652 0.37037037037037 0.928104575163399 0.506008892841562 0.555555555555556 1 1.01851851851852 0.0321627996499325 0.0164209115281501 0.0194899817850638 0.00720546507408883 3.66764401304262 1.55734652485346 4.74621056969322 0.193299450764769 0.354034919996018 0.429987445203331
"NoMV" 6 0.315789473684211 0.305912061794415 -0.115681323034264 0.537037037037037 0.855555555555556 0.38266626518096 0.722222222222222 1 1.03703703703704 0.0294534953239907 0 0.0193078324225865 0.00531067022650398 3.15157264340677 1.72108914922872 5.59061416266092 0.0919351046320245 0.417021665756856 0.436722588025536
"PAV" 4 0.210526315789474 0.0965056368398676 -0.225873590790033 0.685185185185185 0.953703703703704 0.58052254729297 0.833333333333333 1 1.2037037037037 0.00153341259252236 0 0.0176684881602914 0.0039921131492091 2.2612632119324 1.16851840574309 3.21722248732634 0.0999294615565483 0.239982842982795 0.379641341036061
"PenMV" 3 0.157894736842105 0.173692973692974 -0.275435675435675 0.759259259259259 0.979166666666667 0.739170358645483 0.888888888888889 1 1.27777777777778 0.00392812702712368 0.000670241286863271 0.0169398907103825 0.00410685984845786 1.3588829908145 0.759547391474863 2.13730863743501 0.0380907594639078 0.159428639195419 0.547069716158031
"PRSV" 3 0.157894736842105 0.27141257940227 -0.242862473532577 0.740740740740741 0.99537037037037 0.920312813068878 0.888888888888889 1 1.24074074074074 0.0012105412242738 0 0.017304189435337 0.00693921087513087 0.876373929078581 0.324508386931071 1.38335040564861 0.0630143428168352 0.103188500172659 0.674911589265088
"PyV" 8 0.421052631578947 0.100786352484121 -0.112401705939485 0.462962962962963 0.880952380952381 0.434402157176711 0.611111111111111 1 1.22222222222222 0.00327287788893273 0 0.0174863387978142 0.00568841340994336 4.52249443943401 1.70292522823201 5.48998338020619 0.425026184725221 0.409515296097872 0.164883340829049
"PYV" 3 0.157894736842105 0.0463843144255515 -0.317871895191483 0.814814814814815 0.944444444444444 0.583333333333333 0.888888888888889 1 1.18518518518519 0.00491858199681322 0 0.0178506375227687 0.00182508184863006 5.4525555311395 1.03972077083992 2.82842712474619 0.0608981895132847 0.210981362103538 0.341349316379995
"SCBV" 4 0.210526315789474 0.032840321263724 -0.241789919684069 0.722222222222222 0.944444444444444 0.544331053951817 0.833333333333333 1 1.2037037037037 0.00153341259252236 0 0.0176684881602914 0.00252843853077282 5.24460493178456 1.242453324894 3.46410161513775 0.199388666823419 0.25839834119552 0.198867658236564
"SCMV" 1 0.0526315789473684 0.0882352941176471 -0.911764705882353 0.944444444444444 1 1 1 1 1.68518518518519 0 0 0.0129326047358834 0.00146224967518025 0.5252543404995 0 1 0.00799435692452386 0.074593175923693 0.614436976292403
"SPBgV" 11 0.578947368421053 0.590815193264474 -0.0371986187941387 0.314814814814815 0.978174603174603 0.721675310041119 0.444444444444444 1 1.01851851851852 0.0381622328480585 0.0254691689008043 0.0194899817850638 0.0105669574989617 2.52262461859473 1.01338240559289 2.75490347472296 0.349996081197586 0.205496999542803 0.41557218370302
"SPC6V" 8 0.421052631578947 0.698395670181744 -0.037700541227282 0.425925925925926 0.923280423280423 0.541739311368006 0.611111111111111 1 1.09259259259259 0.0284139143892038 0.136896782841823 0.0187613843351548 0.0105734237361891 1.80505227148622 1.29825689802807 3.66290628052856 0.31799043812211 0.273227812575467 0.355809590097073
"SPCFV" 3 0.157894736842105 0.103449087144739 -0.298850304285087 0.777777777777778 0.925925925925926 0.594761714133181 0.888888888888889 1 1.14814814814815 0.0210655666915482 0 0.0182149362477231 0.0028668385081993 1.98881626927183 1.00424247305408 2.7298385631036 0.0463202445332706 0.203627328180868 0.456713800748627
"SPCSV" 15 0.789473684210526 0.57222757438868 -0.0285181617074214 0.111111111111111 0.913479052823315 0.434827747325767 0.222222222222222 1 1.07407407407407 0.0156408502391895 0.0134048257372654 0.0189435336976321 0.0100423368554283 4.09042894577787 1.89703043354548 6.66606968446133 0.536238371707452 0.497243308692621 0.18855958379554
"SPCV" 17 0.894736842105263 0.509256346747573 -0.028867273720731 0.037037037037037 0.888888888888889 0.408918759449767 0.111111111111111 1 1 0.0434777461413496 0.00670241286863271 0.019672131147541 0.0095450722689234 5.46815508875988 1.96132955837464 7.1087723125229 0.470798893089041 0.530265903709499 0.178795083658107
"SPFMV" 15 0.789473684210526 0.643701451021145 -0.0237532365985903 0.148148148148148 0.795555555555556 0.260570865906541 0.222222222222222 1 1.01851851851852 0.0321627996499325 0.0733914209115281 0.0194899817850638 0.00968694532053216 4.57256085407422 2.37633241070878 10.7653474986509 0.527830530887197 0.803021459846553 0.161555302899765
"SPGVaV" 11 0.578947368421053 0.508899706859334 -0.044645481194606 0.333333333333333 0.942265795206972 0.506694175522295 0.444444444444444 1 1.03703703703704 0.0304252361397176 0.0439008042895442 0.0193078324225865 0.00952674583823493 3.10727469575846 1.62292051353912 5.06786950615462 0.413427625748341 0.378028481630911 0.286273339993817
"SPLCV" 17 0.894736842105263 0.603271801389686 -0.0233369528594302 0.0185185185185185 0.882113821138211 0.330718913883074 0.111111111111111 1 1.07407407407407 0.0156408502391895 0.0103887399463807 0.0189435336976321 0.00953924300789495 5.25946311168255 2.25207049934387 9.50740053803331 0.603726413707971 0.709187200910532 0.142991802632621
"SPLV" 4 0.210526315789474 0.108137085137085 -0.222965728715729 0.666666666666667 0.987654320987654 0.8149487187188 0.833333333333333 1 1.12962962962963 0.0101615112219042 0 0.0183970856102004 0.0057019023308554 1.43065344035967 0.66317945321055 1.94095370580704 0.140371502468846 0.144781901237008 0.378592063220269
"SPMMV" 14 0.736842105263158 0.270602100174359 -0.0520998499875458 0.222222222222222 0.722222222222222 0.224334100733069 0.277777777777778 1 1.01851851851852 0.0321627996499325 0 0.0194899817850638 0.00682371551855759 8.41631843833161 2.44764867120383 11.5611307153086 0.58038770018549 0.862381457323823 0.119445911953667
"SPMV" 15 0.789473684210526 0.832758532518696 -0.0111494311654203 0.0740740740740741 0.897530864197531 0.451682179690159 0.222222222222222 1 1.09259259259259 0.0117498383703999 0.0304959785522788 0.0187613843351548 0.0104321294133637 3.4786383909047 1.74416414875287 5.72111747316778 0.502433943686809 0.426756322156118 0.250552181124735
"SPPV" 15 0.789473684210526 0.564053555633042 -0.0290630962911305 0.0925925925925926 0.879084967320261 0.33730424496141 0.222222222222222 1 1.14814814814815 0.00687932743407506 0 0.0182149362477231 0.0100123543929023 4.03540342323334 2.17084098842614 8.76565275431902 0.67197446682516 0.653857877988923 0.0998669337317726
"SPSMV-1" 15 0.789473684210526 0.562942878811326 -0.0291371414125782 0.12962962962963 0.834876543209877 0.330706719831575 0.222222222222222 1 1.12962962962963 0.0166475359459515 0.0046916890080429 0.0183970856102004 0.00989829384385437 4.22391012947463 2.15075592672823 8.59135037451882 0.631804123457074 0.640856109908568 0.116470281563382
"SPV2" 14 0.736842105263158 0.732514800810704 -0.0191060856563783 0.166666666666667 0.986111111111111 0.791400445602396 0.277777777777778 1 1.01851851851852 0.0381622328480585 0.0847855227882038 0.0194899817850638 0.0106275085511526 3.18535664583745 0.935244824784947 2.54783715507118 0.322560776015085 0.190051265133146 0.467771527145352
"SPVC" 13 0.684210526315789 0.649196852768314 -0.0269848574793605 0.240740740740741 0.97168458781362 0.658270724266057 0.333333333333333 1 1.12962962962963 0.0168025587856295 0.0385388739946381 0.0183970856102004 0.0107305097173973 2.96803627751715 1.28381291940496 3.61037960084384 0.445082505863131 0.269309680717057 0.322730216269867
"SPVCV" 14 0.736842105263158 0.639607770464326 -0.025742302109691 0.203703703703704 0.808943089430894 0.341451086703239 0.277777777777778 1 1.11111111111111 0.0200797933548889 0.000335120643431635 0.0185792349726776 0.0103674005653637 3.53482410702509 2.03634961276459 7.66258667487625 0.61100890644742 0.57157667586959 0.135605440480265
"SPVE" 12 0.631578947368421 0.541679053878546 -0.0381934121767879 0.277777777777778 0.944444444444444 0.533154525250808 0.388888888888889 1 1.03703703703704 0.0294534953239907 0 0.0193078324225865 0.010349926525889 2.95792003669228 1.49070051003303 4.4402048378596 0.397799032615633 0.331208980607694 0.279984340311098
"SPVF" 2 0.105263157894737 0.165513833992095 -0.417243083003953 0.87037037037037 0.944444444444444 0.687184270936277 0.944444444444444 1 1.2962962962963 0.00866293044755758 0.00201072386058981 0.0167577413479053 0.00417191011164437 0.751766906210109 0.693147180559945 2 0.0315071714084176 0.149186351847386 0.562023060721696
"SPVG" 14 0.736842105263158 0.800818983004136 -0.0142272154997046 0.185185185185185 0.828625235404896 0.356728512567141 0.277777777777778 1 1.01851851851852 0.0396638848676698 0.0822721179624665 0.0194899817850638 0.0107109965504572 3.23845666149819 1.97532790827774 7.20898315154356 0.607076479087742 0.537740948454028 0.15724033204369
"SPYMV" 1 0.0526315789473684 0.0217391304347826 -0.978260869565217 1 1 1 1 1 1.55555555555556 0 0 0.014207650273224 0.000525741953320766 134217776.500017 0 1 0.0108158946625911 0.074593175923693 0.401018297238684
"ToBV-1" 2 0.105263157894737 0.0946291560102302 -0.452685421994885 0.907407407407407 0.981481481481482 0.777281587757401 0.944444444444444 1 1.38888888888889 0.0100709082607867 0 0.0158469945355191 0.00190131204350295 1.59181590415142 0.562335144618808 1.75476535060332 0.018810251587115 0.130893520502355 0.532917081195183
"TuMV" 5 0.263157894736842 0.126176359872012 -0.174764728025598 0.648148148148148 0.888888888888889 0.438228132081453 0.777777777777778 1 1.05555555555556 0.0286320002100876 0 0.0191256830601093 0.00328647380589597 4.63216578275261 1.52295506753132 4.58575641234582 0.0865271573007289 0.342066134809315 0.385211292190731
"WMV" 5 0.263157894736842 0.318276092196059 -0.136344781560788 0.592592592592593 0.930555555555556 0.500685401281325 0.777777777777778 1 1.03703703703704 0.0273411135171353 0 0.0193078324225865 0.00538843563117475 2.29323849463529 1.39799170206047 4.04706408947427 0.100869974135904 0.301883363600615 0.495286694077603
"YMV" 8 0.421052631578947 0.288317546583098 -0.0889603066771127 0.444444444444444 0.967741935483871 0.636881487817581 0.611111111111111 1 1.01851851851852 0.0321627996499325 0.0298257372654155 0.0194899817850638 0.00840019131289508 2.71450955596897 1.23833851284374 3.44987677441232 0.249610119147588 0.257337265148801 0.342922803936648
"ZTMV" 3 0.157894736842105 0.0557359307359307 -0.31475468975469 0.833333333333333 0.944444444444444 0.583333333333333 0.888888888888889 1 1.2037037037037 0.00379521200017828 0 0.0176684881602914 0.00184084031109111 5.4525555311395 1.03972077083992 2.82842712474619 0.0550199858923113 0.210981362103538 0.371249692185091
